symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,reverse_leg_hits,exit_reasons,leg_count
US30,H4,2017-08-09 05:00:00,SELL,closed,,2017-08-09 09:00:00,2017-08-10 13:00:00,22062.0,22089.0,4.801342787686061,4.801342787686061,0.0,0.6296296296296297,6.222222222222222,6,0,[1],0,0,['tp'],1
US30,H4,2017-08-14 14:00:00,BUY,closed,,2017-08-14 18:00:00,2017-08-14 18:00:00,22024.0,21996.0,-1.0,-1.0,0.0,1.0357142857142858,0.25,1,0,[],1,0,['sl'],1
US30,H4,2017-08-17 13:00:00,SELL,closed,,2017-08-17 17:00:00,2017-08-18 13:00:00,21884.0,22011.0,1.2152960751363004,1.2152960751363004,0.0,0.023622047244094488,1.7480314960629921,4,0,[1],0,0,['tp'],1
US30,H4,2017-08-22 13:00:00,BUY,reversed,,2017-08-22 17:00:00,2017-08-28 14:00:00,21881.0,21768.0,-0.5663716814159292,-0.5663716814159292,0.0,0.8761061946902655,0.4424778761061947,15,0,[],0,1,['reverse_signal'],1
US30,H4,2017-08-28 10:00:00,SELL,reversed,,2017-08-28 14:00:00,2017-08-29 17:00:00,21817.0,21904.0,-0.28735632183908044,-0.28735632183908044,0.0,0.4367816091954023,1.7471264367816093,5,0,[],0,1,['reverse_signal'],1
US30,H4,2017-08-29 13:00:00,BUY,reversed,,2017-08-29 17:00:00,2017-09-05 17:00:00,21842.0,21669.0,-0.4161849710982659,-0.4161849710982659,0.0,0.5780346820809249,1.2138728323699421,19,0,[],0,1,['reverse_signal'],1
US30,H4,2017-09-05 13:00:00,SELL,reversed,,2017-09-05 17:00:00,2017-09-11 10:00:00,21770.0,21959.0,-0.9682539682539683,-0.9682539682539683,0.0,0.9894179894179894,0.24867724867724866,14,0,[],0,1,['reverse_signal'],1
US30,H4,2017-09-11 06:00:00,BUY,closed,,2017-09-11 10:00:00,2017-09-12 13:00:00,21953.0,21922.0,6.094605036312714,6.094605036312714,0.0,0.5806451612903226,6.483870967741935,8,0,[1],0,0,['tp'],1
US30,H4,2017-09-21 17:00:00,SELL,closed,,2017-09-21 21:00:00,2017-09-22 01:00:00,22385.0,22410.0,2.657313865670294,2.657313865670294,0.0,0.2,2.8,2,0,[1],0,0,['tp'],1
US30,H4,2017-09-27 09:00:00,BUY,closed,,2017-09-27 13:00:00,2017-09-27 13:00:00,22352.0,22308.0,-1.0,-1.0,0.0,1.9318181818181819,0.7272727272727273,1,0,[],1,0,['sl'],1
US30,H4,2017-09-28 09:00:00,SELL,closed,,2017-09-28 13:00:00,2017-09-28 13:00:00,22316.0,22361.0,-1.0,-1.0,0.0,1.9555555555555555,0.4444444444444444,1,0,[],1,0,['sl'],1
US30,H4,2017-09-28 13:00:00,BUY,closed,,2017-09-28 17:00:00,2017-10-02 14:00:00,22391.0,22286.0,1.1940523587254575,1.1940523587254575,0.0,0.47619047619047616,1.4285714285714286,12,0,[1],0,0,['tp'],1
US30,H4,2017-10-25 13:00:00,SELL,reversed,,2017-10-25 17:00:00,2017-10-27 09:00:00,23292.0,23476.0,-0.8478260869565217,-0.8478260869565217,0.0,0.9456521739130435,0.09239130434782608,10,0,[],0,1,['reverse_signal'],1
US30,H4,2017-10-27 05:00:00,BUY,closed,,2017-10-27 09:00:00,2017-10-27 13:00:00,23448.0,23403.0,-1.0,-1.0,0.0,1.9555555555555555,0.4888888888888889,2,0,[],1,0,['sl'],1
US30,H4,2017-10-30 06:00:00,SELL,closed,,2017-10-30 10:00:00,2017-10-30 14:00:00,23407.0,23438.0,-1.0,-1.0,0.0,1.096774193548387,2.129032258064516,2,0,[],1,0,['sl'],1
US30,H4,2017-10-31 21:00:00,BUY,closed,,2017-11-01 01:00:00,2017-11-01 09:00:00,23427.0,23379.0,1.9073192694111185,1.9073192694111185,0.0,0.041666666666666664,2.1666666666666665,3,0,[1],0,0,['tp'],1
US30,H4,2017-11-01 21:00:00,SELL,closed,,2017-11-02 01:00:00,2017-11-02 09:00:00,23398.0,23461.0,-1.0,-1.0,0.0,1.0793650793650793,0.2222222222222222,3,0,[],1,0,['sl'],1
US30,H4,2017-11-02 13:00:00,BUY,reversed,,2017-11-02 17:00:00,2017-11-07 18:00:00,23484.0,23346.0,0.21014492753623187,0.21014492753623187,0.0,0.15942028985507245,1.0579710144927537,18,0,[],0,1,['reverse_signal'],1
US30,H4,2017-11-07 14:00:00,SELL,closed,,2017-11-07 18:00:00,2017-11-09 14:00:00,23513.0,23619.0,1.1760203922849712,1.1760203922849712,0.0,0.7169811320754716,1.8867924528301887,12,0,[1],0,0,['tp'],1
US30,H4,2017-11-14 06:00:00,BUY,closed,,2017-11-14 10:00:00,2017-11-14 10:00:00,23449.0,23418.0,-1.0,-1.0,0.0,1.7096774193548387,0.3548387096774194,1,0,[],1,0,['sl'],1
US30,H4,2017-11-14 10:00:00,SELL,closed,,2017-11-14 14:00:00,2017-11-14 14:00:00,23398.0,23470.0,1.4414847977617582,1.4414847977617582,0.0,0.25,1.6666666666666667,1,0,[1],0,0,['tp'],1
US30,H4,2017-11-16 14:00:00,BUY,closed,,2017-11-16 18:00:00,2017-11-17 14:00:00,23469.0,23367.0,-1.0,-1.0,0.0,1.0588235294117647,0.29411764705882354,6,0,[],1,0,['sl'],1
US30,H4,2017-11-17 14:00:00,SELL,reversed,,2017-11-17 18:00:00,2017-11-20 15:00:00,23379.0,23433.0,-0.8148148148148148,-0.8148148148148148,0.0,0.8333333333333334,1.8703703703703705,5,0,[],0,1,['reverse_signal'],1
