symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,leg_count
US30,H4,2020-07-24 01:00:00,SELL,closed,,2020-07-24 05:00:00,2020-07-30 21:00:00,26555.0,26835.19231960978,1.0,1.0,0.0,0.5638983974294643,2.0093341629923316,28,0,"[1, 2]",1,3
US30,H4,2020-07-29 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-07-30 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-07-30 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-07-31 13:00:00,SELL,closed,,2020-08-02 22:00:00,2020-08-04 05:00:00,26453.0,26768.40505131961,-1.0,-1.0,0.0,1.0748084045631903,0.469237887537912,9,0,[],3,3
US30,H4,2020-08-03 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-08-14 05:00:00,SELL,closed,,2020-08-14 09:00:00,2020-08-14 13:00:00,27710.0,27933.424155528755,-1.0,-1.0,0.0,1.1637058642324698,0.10294321106671848,2,0,[],3,3
US30,H4,2020-08-20 21:00:00,BUY,closed,,2020-08-21 01:00:00,2020-08-21 09:00:00,27819.0,27626.495049004574,-1.0,-1.0,0.0,1.5324281192487836,0.0363627011347169,3,0,[],3,3
US30,H4,2020-08-21 09:00:00,SELL,closed,,2020-08-21 13:00:00,2020-08-21 13:00:00,27628.0,27836.494534909656,-1.0,-1.0,0.0,1.05518353320546,0.13429608604433127,1,0,[],3,3
US30,H4,2020-08-21 13:00:00,BUY,closed,,2020-08-21 17:00:00,2020-08-27 13:00:00,27832.0,27590.804372072274,2.0,2.0,0.0,0.04560613347144152,3.36241584048537,24,0,"[1, 2, 3]",0,3
US30,H4,2020-09-03 13:00:00,SELL,closed,,2020-09-03 17:00:00,2020-09-07 14:00:00,28327.0,28781.401115436078,0.3333333333333333,0.3333333333333333,0.0,0.18926009879502137,1.0387298445494197,9,0,[1],2,3
US30,H4,2020-09-09 13:00:00,BUY,closed,,2020-09-09 17:00:00,2020-09-10 21:00:00,28063.0,27612.36764531919,-1.0,-1.0,0.0,1.080703582291491,0.3262082681660148,7,0,[],3,3
US30,H4,2020-09-11 05:00:00,SELL,closed,,2020-09-11 09:00:00,2020-09-14 14:00:00,27710.0,28021.95341234455,-1.0,-1.0,0.0,1.2213362153551015,0.823840964163415,8,0,[],3,3
US30,H4,2020-09-13 22:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-09-17 01:00:00,SELL,closed,,2020-09-17 05:00:00,2020-09-21 14:00:00,27770.0,28071.766252988098,2.0,2.0,0.0,0.9941469499302568,3.224349940940466,9,0,"[1, 2, 3]",0,3
US30,H4,2020-09-23 05:00:00,BUY,closed,,2020-09-23 09:00:00,2020-09-23 13:00:00,27484.0,27186.651382990654,-1.0,-1.0,0.0,1.177069540528583,0.12443306571302161,2,0,[],3,3
US30,H4,2020-09-23 17:00:00,SELL,closed,,2020-09-23 21:00:00,2020-09-25 17:00:00,26820.0,27231.754491908785,-1.0,-1.0,0.0,1.0394543554726146,0.6873027630811914,11,0,[],3,3
US30,H4,2020-09-25 17:00:00,BUY,closed,,2020-09-27 22:00:00,2020-09-30 05:00:00,27253.0,26843.019543584134,0.3333333333333333,0.3333333333333333,0.0,0.20732695588245265,1.165909234256616,12,0,[1],2,3
US30,H4,2020-10-06 17:00:00,SELL,closed,,2020-10-06 21:00:00,2020-10-07 13:00:00,27686.0,28088.038989658682,-1.0,-1.0,0.0,1.2909195708620549,0.05969570269882334,2,0,[],3,3
US30,H4,2020-10-07 17:00:00,BUY,closed,,2020-10-07 21:00:00,2020-10-15 05:00:00,28300.0,27907.856037294754,0.3333333333333333,0.3333333333333333,0.0,0.14280469757503894,1.7060061192446618,24,0,[1],2,3
US30,H4,2020-10-14 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-10-16 09:00:00,BUY,closed,,2020-10-16 13:00:00,2020-10-19 18:00:00,28638.0,28378.9672193664,-1.0,-1.0,0.0,1.9070945337175733,0.8415923245960142,5,0,[],3,3
US30,H4,2020-10-19 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-10-20 13:00:00,BUY,closed,,2020-10-20 17:00:00,2020-10-20 17:00:00,28462.0,28185.864786843067,-1.0,-1.0,0.0,1.0610743796499527,0.44543395459707913,1,0,[],3,3
US30,H4,2020-10-20 17:00:00,SELL,closed,,2020-10-20 21:00:00,2020-10-27 21:00:00,28331.0,28676.708170525544,2.0,2.0,0.0,0.4830663959897948,3.0401364202711036,27,0,"[1, 2, 3]",0,3
US30,H4,2020-10-21 01:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-10-21 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-10-22 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-10-23 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-11-02 19:00:00,BUY,closed,,2020-11-02 22:00:00,2020-11-08 23:00:00,26950.0,26393.223077587387,2.0,2.0,0.0,0.021552617425308992,3.126925578121913,17,0,"[1, 2, 3]",0,3
US30,H4,2020-11-12 02:00:00,SELL,closed,,2020-11-12 06:00:00,2020-11-13 06:00:00,29234.0,29557.4172118446,0.3333333333333333,0.3333333333333333,0.0,0.2813703064255122,1.001801970130395,7,0,[1],2,3
US30,H4,2020-11-13 14:00:00,BUY,closed,,2020-11-13 18:00:00,2020-11-18 18:00:00,29410.0,29113.087891926123,1.0,1.0,0.0,0.087568001751989,2.2868720457538667,19,0,"[1, 2]",1,3
US30,H4,2020-11-18 18:00:00,SELL,closed,,2020-11-18 22:00:00,2020-11-23 22:00:00,29449.0,29774.267403509282,-1.0,-1.0,0.0,1.0883353086744143,0.820863071796804,17,0,[],3,3
US30,H4,2020-11-23 11:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-11-26 14:00:00,SELL,closed,,2020-11-26 18:00:00,2020-11-29 23:00:00,29822.0,29986.992397012673,-1.0,-1.0,0.0,1.1091420169254465,0.3575922349650346,2,0,[],3,3
US30,H4,2020-12-01 02:00:00,BUY,closed,,2020-12-01 06:00:00,2020-12-01 22:00:00,29890.0,29628.841294119684,-1.0,-1.0,0.0,1.010879568843422,0.7390142302529562,5,0,[],3,3
US30,H4,2020-12-01 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-02 18:00:00,BUY,closed,,2020-12-02 22:00:00,2020-12-08 10:00:00,29933.0,29684.58933763306,0.3333333333333333,0.3333333333333333,0.0,0.6320179597125651,1.3848036824275314,22,0,[1],2,3
US30,H4,2020-12-07 19:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-08 14:00:00,BUY,closed,,2020-12-08 18:00:00,2020-12-09 18:00:00,30187.0,29972.386490347097,-1.0,-1.0,0.0,1.071693950543847,0.610399597918452,7,0,[],3,3
US30,H4,2020-12-09 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-13 23:00:00,BUY,closed,,2020-12-14 03:00:00,2020-12-14 19:00:00,30230.0,29978.642797188582,-1.0,-1.0,0.0,1.4043759082760023,0.48934344679305464,5,0,[],3,3
US30,H4,2020-12-14 19:00:00,SELL,closed,,2020-12-14 22:00:00,2020-12-15 18:00:00,29963.0,30216.499128217245,-1.0,-1.0,0.0,1.2149943164145658,0.38658910067736185,6,0,[],3,3
US30,H4,2020-12-15 14:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-18 14:00:00,SELL,closed,,2020-12-18 18:00:00,2020-12-18 18:00:00,30162.0,30360.61130694234,-1.0,-1.0,0.0,1.1429359359983502,0.6243350487391869,1,0,[],3,3
US30,H4,2020-12-18 18:00:00,BUY,closed,,2020-12-20 23:00:00,2020-12-21 07:00:00,30268.0,30003.810954446126,-1.0,-1.0,0.0,3.1681858657130304,0.19304358321548928,3,0,[],3,3
US30,H4,2020-12-20 23:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-22 10:00:00,BUY,closed,,2020-12-22 14:00:00,2020-12-22 22:00:00,30201.0,29846.460547058618,-1.0,-1.0,0.0,1.0041195614380862,0.04512896905339714,3,0,[],3,3
US30,H4,2020-12-22 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-23 14:00:00,BUY,closed,,2020-12-23 18:00:00,2021-01-04 15:00:00,30258.0,29997.19091971851,1.0,1.0,0.0,1.441667596826702,2.112656504924236,36,0,"[1, 2]",1,3
US30,H4,2020-12-29 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2020-12-31 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-04 15:00:00,SELL,closed,,2021-01-04 19:00:00,2021-01-06 06:00:00,30147.0,30541.95022996268,-1.0,-1.0,0.0,1.0077219097647012,0.28358003490865963,10,0,[],3,3
US30,H4,2021-01-06 06:00:00,BUY,closed,,2021-01-06 10:00:00,2021-01-27 14:00:00,30442.0,30113.225141469866,1.0,1.0,0.0,0.41669852923818723,2.5731894579234043,91,0,"[1, 2]",1,3
US30,H4,2021-01-11 03:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-12 22:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-14 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-19 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-22 06:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-26 10:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-27 02:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-01-28 14:00:00,BUY,closed,,2021-01-28 18:00:00,2021-01-29 02:00:00,30889.0,30427.206331697813,-1.0,-1.0,0.0,1.4746845761305876,0.11043893301418498,3,0,[],3,3
US30,H4,2021-01-29 02:00:00,SELL,closed,,2021-01-29 06:00:00,2021-02-01 19:00:00,30282.0,30724.14235817072,0.3333333333333333,0.3333333333333333,0.0,0.5880458978771008,1.427142159847887,10,0,[1],2,3
US30,H4,2021-02-01 22:00:00,BUY,closed,,2021-02-02 02:00:00,2021-02-09 22:00:00,30360.0,29998.224915395687,2.0,2.0,0.0,0.09674519194233855,3.0682046587427365,36,0,"[1, 2, 3]",0,3
US30,H4,2021-02-10 22:00:00,SELL,closed,,2021-02-11 02:00:00,2021-02-14 23:00:00,31365.0,31559.78570954368,-1.0,-1.0,0.0,1.2834617107469937,0.6160616211585569,12,0,[],3,3
US30,H4,2021-02-12 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-16 22:00:00,SELL,closed,,2021-02-17 02:00:00,2021-02-17 18:00:00,31489.0,31640.621728840953,-1.0,-1.0,0.0,1.0552577207969651,0.9761133917371928,5,0,[],3,3
US30,H4,2021-02-17 18:00:00,BUY,closed,,2021-02-17 22:00:00,2021-02-18 10:00:00,31622.0,31427.229391893397,-1.0,-1.0,0.0,1.073057182660791,0.3850683669835374,4,0,[],3,3
US30,H4,2021-02-18 10:00:00,SELL,closed,,2021-02-18 14:00:00,2021-02-22 19:00:00,31444.0,31641.082841080464,-1.0,-1.0,0.0,1.0046536721030994,0.9995796636581342,14,0,[],3,3
US30,H4,2021-02-19 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-21 23:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-22 15:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-23 14:00:00,SELL,closed,,2021-02-23 18:00:00,2021-02-23 18:00:00,31314.0,31603.009185439474,-1.0,-1.0,0.0,1.159132708846576,0.06920195276695976,1,0,[],3,3
US30,H4,2021-02-23 22:00:00,BUY,closed,,2021-02-24 02:00:00,2021-02-25 14:00:00,31572.0,31262.834121318734,0.3333333333333333,0.3333333333333333,0.0,0.6242603511850447,1.6560689109157665,10,0,[1],2,3
US30,H4,2021-02-24 02:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-24 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-02-25 14:00:00,SELL,closed,,2021-02-25 18:00:00,2021-03-01 11:00:00,31451.0,31801.60537266218,0.3333333333333333,0.3333333333333333,0.0,0.6617126207690495,1.7512566773801568,11,0,[1],2,3
US30,H4,2021-03-01 15:00:00,BUY,closed,,2021-03-01 19:00:00,2021-03-03 22:00:00,31582.0,31226.9790308888,-1.0,-1.0,0.0,1.2759809684878403,0.2309722724415075,14,0,[],3,3
US30,H4,2021-03-03 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-03-05 18:00:00,BUY,closed,,2021-03-07 23:00:00,2021-04-02 09:00:00,31679.0,31117.485529218735,2.0,2.0,0.0,0.6322187912736594,3.070268158185321,118,0,"[1, 2, 3]",0,3
US30,H4,2021-03-18 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-03-24 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-03-25 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-03-25 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-03-31 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-04-01 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-04-07 09:00:00,SELL,closed,,2021-04-07 13:00:00,2021-04-07 13:00:00,33391.0,33508.15214672071,-1.0,-1.0,0.0,1.2291708178706393,0.2646131621804848,1,0,[],3,3
US30,H4,2021-04-08 17:00:00,BUY,closed,,2021-04-08 21:00:00,2021-04-13 13:00:00,33569.0,33413.26044649603,0.3333333333333333,0.3333333333333333,0.0,0.4430473726652986,1.7336636321685597,17,0,[1],2,3
US30,H4,2021-04-13 13:00:00,SELL,closed,,2021-04-13 17:00:00,2021-04-13 17:00:00,33579.0,33752.59506252245,-1.0,-1.0,0.0,1.0080931880039379,0.06336585753167609,1,0,[],3,3
US30,H4,2021-04-14 13:00:00,BUY,closed,,2021-04-14 17:00:00,2021-04-20 09:00:00,33894.0,33714.32407193012,1.0,1.0,0.0,0.9572790403681841,2.0982220826674736,23,0,"[1, 2]",1,3
US30,H4,2021-04-20 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-04-21 13:00:00,BUY,closed,,2021-04-21 17:00:00,2021-04-22 17:00:00,34047.0,33819.9629262517,-1.0,-1.0,0.0,1.4314842709799052,0.5153343375527659,7,0,[],3,3
US30,H4,2021-04-22 17:00:00,SELL,closed,,2021-04-22 21:00:00,2021-04-23 17:00:00,33838.0,34091.93117972854,-1.0,-1.0,0.0,1.2995647102210082,0.4607547608965393,6,0,[],3,3
US30,H4,2021-04-23 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-04-26 18:00:00,SELL,closed,,2021-04-26 21:00:00,2021-04-29 05:00:00,33995.0,34168.945111258894,0.3333333333333333,0.3333333333333333,0.0,0.5346514157651832,1.0865496513937594,15,0,[1],2,3
US30,H4,2021-04-29 09:00:00,BUY,closed,,2021-04-29 13:00:00,2021-04-29 13:00:00,34011.0,33880.7011886418,-1.0,-1.0,0.0,2.041461447171163,0.2762880154066236,1,0,[],3,3
US30,H4,2021-04-30 09:00:00,SELL,closed,,2021-04-30 13:00:00,2021-05-03 10:00:00,33927.0,34095.60293960469,-1.0,-1.0,0.0,1.7496729338863752,0.7888355939216539,6,0,[],3,3
US30,H4,2021-05-02 22:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-05-04 09:00:00,SELL,closed,,2021-05-04 13:00:00,2021-05-04 17:00:00,33980.0,34156.10778750355,0.3333333333333333,0.3333333333333333,0.0,1.044814670653295,1.1924515262890867,2,0,[1],2,3
US30,H4,2021-05-04 21:00:00,BUY,closed,,2021-05-05 01:00:00,2021-05-09 22:00:00,34200.0,33972.44481279818,2.0,2.0,0.0,0.6811534463616975,3.1464894683546802,18,0,"[1, 2, 3]",0,3
US30,H4,2021-05-11 05:00:00,SELL,closed,,2021-05-11 09:00:00,2021-05-12 13:00:00,34580.0,34828.316043784995,2.0,2.0,0.0,0.41076685358404413,3.257944946563644,8,0,"[1, 2, 3]",0,3
US30,H4,2021-05-13 21:00:00,BUY,closed,,2021-05-14 01:00:00,2021-05-19 09:00:00,34106.0,33685.351433916265,-1.0,-1.0,0.0,1.0864175866678898,0.9271397347931665,21,0,[],3,3
US30,H4,2021-05-18 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-05-20 13:00:00,BUY,closed,,2021-05-20 17:00:00,2021-06-16 17:00:00,34089.0,33728.00276891985,1.0,1.0,0.0,0.4321362785338454,2.1302102448238918,115,0,"[1, 2]",1,3
US30,H4,2021-05-26 17:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-05-27 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-05-31 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-01 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-02 01:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-02 21:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-03 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-04 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-07 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-11 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-11 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-21 14:00:00,BUY,closed,,2021-06-21 18:00:00,2021-07-12 14:00:00,33905.0,33540.85121789018,2.0,2.0,0.0,0.40368115238036906,3.0262355777086167,89,0,"[1, 2, 3]",0,3
US30,H4,2021-06-28 21:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-06-30 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-06 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-07 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-08 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-09 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-14 01:00:00,SELL,closed,,2021-07-14 05:00:00,2021-07-14 09:00:00,34822.0,34973.88433182029,-1.0,-1.0,0.0,1.198280282230427,0.22385455821887096,2,0,[],3,3
US30,H4,2021-07-16 01:00:00,BUY,closed,,2021-07-16 05:00:00,2021-07-16 17:00:00,35002.0,34813.42860715637,-1.0,-1.0,0.0,1.8878791455669326,0.49848494293059453,4,0,[],3,3
US30,H4,2021-07-16 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-20 13:00:00,BUY,closed,,2021-07-20 17:00:00,2021-08-19 05:00:00,34613.0,34175.57200171966,1.0,1.0,0.0,0.3017639486245298,2.3226679682009266,130,0,"[1, 2]",1,3
US30,H4,2021-07-27 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-29 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-07-29 21:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-01 22:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-02 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-03 17:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-04 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-05 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-15 22:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-16 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-17 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-20 13:00:00,BUY,closed,,2021-08-20 17:00:00,2021-09-07 13:00:00,35131.0,34790.16354055342,0.3333333333333333,0.3333333333333333,0.0,0.2229808399119085,1.1442437837584778,71,0,[1],2,3
US30,H4,2021-08-26 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-27 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-08-31 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-01 05:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-01 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-02 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-03 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-06 06:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-07 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-10 05:00:00,BUY,closed,,2021-09-10 09:00:00,2021-09-10 13:00:00,35082.0,34874.36604912474,-1.0,-1.0,0.0,1.7771660099156363,0.18301438584497068,2,0,[],3,3
US30,H4,2021-09-10 17:00:00,SELL,closed,,2021-09-12 22:00:00,2021-09-14 09:00:00,34673.0,34979.92458284813,-1.0,-1.0,0.0,1.1989916108547491,0.2117784095259747,10,0,[],3,3
US30,H4,2021-09-13 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-14 13:00:00,SELL,closed,,2021-09-14 17:00:00,2021-09-16 13:00:00,34633.0,34936.20542955599,-1.0,-1.0,0.0,1.0817748233609228,0.38587699491837796,12,0,[],3,3
US30,H4,2021-09-15 13:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-16 13:00:00,SELL,closed,,2021-09-16 17:00:00,2021-09-20 10:00:00,34690.0,34954.035928869,2.0,2.0,0.0,0.6400644060977303,3.018528589703497,11,0,"[1, 2, 3]",0,3
US30,H4,2021-09-17 01:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-17 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-09-22 13:00:00,BUY,closed,,2021-09-22 17:00:00,2021-09-28 13:00:00,34328.0,33963.67386168465,1.0,1.0,0.0,0.36505752953931253,2.025657569924907,24,0,"[1, 2]",1,3
US30,H4,2021-09-28 05:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-10-01 17:00:00,BUY,closed,,2021-10-03 22:00:00,2021-10-04 14:00:00,34390.0,33911.420103578275,-1.0,-1.0,0.0,1.2119188547964077,0.0647749732736011,5,0,[],3,3
US30,H4,2021-10-04 21:00:00,SELL,closed,,2021-10-05 01:00:00,2021-10-05 13:00:00,33877.0,34285.04440349406,-1.0,-1.0,0.0,1.465526778162775,0.17400067098588132,4,0,[],3,3
US30,H4,2021-10-05 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-10-06 05:00:00,SELL,closed,,2021-10-06 09:00:00,2021-10-06 17:00:00,34000.0,34337.72520839011,-1.0,-1.0,0.0,1.3235612530399683,0.4648749814927853,3,0,[],3,3
US30,H4,2021-10-06 17:00:00,BUY,closed,,2021-10-06 21:00:00,2021-10-11 21:00:00,34429.0,33989.384693304266,0.3333333333333333,0.3333333333333333,0.0,0.2547681991371545,1.226071958347556,19,0,[1],2,3
US30,H4,2021-10-11 14:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2021-10-14 05:00:00,BUY,closed,,2021-10-14 09:00:00,2021-10-15 13:00:00,34549.0,34326.07368731419,2.0,2.0,0.0,0.013457361600145093,3.153508401634,8,0,"[1, 2, 3]",0,3
US30,H4,2021-10-27 13:00:00,SELL,closed,,2021-10-27 17:00:00,2021-10-29 13:00:00,35654.0,35826.564927059306,-1.0,-1.0,0.0,1.118419619148167,0.8576482053571437,12,0,[],3,3
