Info | CBot instance [Combo, UK100.cash, h1] started.
30/01/2026 10:00:00.144 | Trade | Placing Stop Order to Sell 2.49 UK100.cash (Price: 10168.7, SL: 10196.530626828, TP: 10095.84)
30/01/2026 10:00:00.144 | Trade | → Placing Stop Order to Sell 2.49 UK100.cash (Price: 10168.7, SL: 10196.530626828, TP: 10095.84) SUCCEEDED, PendingOrder OID87
30/01/2026 10:00:00.144 | Info | Combo: bartime=2026-01-30 09:00, executed=2026-01-30 10:00:00, pending Sell placed at 10168.7; SL=10196.530626828002, TP=10095.839418964295; valid for the next 3 chart bar(s).
30/01/2026 12:00:00.245 | Info | Combo: bartime=2026-01-30 11:00, reversal - cancelling existing Sell pending order 87 before opening opposite direction.
30/01/2026 12:00:00.245 | Trade | Cancelling pending order OID87
30/01/2026 12:00:00.245 | Trade | → Cancelling pending order OID87 SUCCEEDED
30/01/2026 12:00:00.245 | Trade | Placing Stop Order to Buy 2.55 UK100.cash (Price: 10222.6, SL: 10195.4323988301, TP: 10293.72)
30/01/2026 12:00:00.245 | Trade | → Placing Stop Order to Buy 2.55 UK100.cash (Price: 10222.6, SL: 10195.4323988301, TP: 10293.72) SUCCEEDED, PendingOrder OID88
30/01/2026 12:00:00.245 | Info | Combo: bartime=2026-01-30 11:00, executed=2026-01-30 12:00:00, pending Buy placed at 10222.6; SL=10195.43239883008, TP=10293.724779862852; valid for the next 3 chart bar(s).
02/02/2026 02:00:00.094 | Trade | Placing Stop Order to Sell 2.13 UK100.cash (Price: 10180, SL: 10212.1549644845, TP: 10095.82)
02/02/2026 02:00:00.094 | Trade | → Placing Stop Order to Sell 2.13 UK100.cash (Price: 10180, SL: 10212.1549644845, TP: 10095.82) SUCCEEDED, PendingOrder OID91
02/02/2026 02:00:00.094 | Info | Combo: bartime=2026-02-02 01:00, executed=2026-02-02 02:00:00, pending Sell placed at 10180; SL=10212.154964484522, TP=10095.818302979524; valid for the next 3 chart bar(s).
02/02/2026 09:00:00.194 | Info | Combo: bartime=2026-02-02 08:00, reversal - closing existing Sell position 26 before opening opposite direction.
02/02/2026 09:00:00.194 | Trade | Closing position PID26 (Volume: 2.13)
02/02/2026 09:00:00.194 | Trade | → Closing position PID26 (Volume: 2.13) SUCCEEDED
02/02/2026 09:00:00.194 | Trade | Placing Stop Order to Buy 2 UK100.cash (Price: 10207, SL: 10172.8958523121, TP: 10296.28)
02/02/2026 09:00:00.194 | Trade | → Placing Stop Order to Buy 2 UK100.cash (Price: 10207, SL: 10172.8958523121, TP: 10296.28) SUCCEEDED, PendingOrder OID95
02/02/2026 09:00:00.194 | Info | Combo: bartime=2026-02-02 08:00, executed=2026-02-02 09:00:00, pending Buy placed at 10207; SL=10172.895852312136, TP=10296.284658646828; valid for the next 3 chart bar(s).
03/02/2026 10:00:00.393 | Trade | Placing Stop Order to Sell 2.97 UK100.cash (Price: 10318.2, SL: 10341.8050310549, TP: 10256.4)
03/02/2026 10:00:00.393 | Trade | → Placing Stop Order to Sell 2.97 UK100.cash (Price: 10318.2, SL: 10341.8050310549, TP: 10256.4) SUCCEEDED, PendingOrder OID98
03/02/2026 10:00:00.393 | Info | Combo: bartime=2026-02-03 09:00, executed=2026-02-03 10:00:00, pending Sell placed at 10318.2; SL=10341.805031054859, TP=10256.402028698383; valid for the next 3 chart bar(s).
04/02/2026 02:00:00.193 | Trade | Placing Stop Order to Buy 3.88 UK100.cash (Price: 10318.4, SL: 10299.8783288454, TP: 10366.89)
04/02/2026 02:00:00.193 | Trade | → Placing Stop Order to Buy 3.88 UK100.cash (Price: 10318.4, SL: 10299.8783288454, TP: 10366.89) SUCCEEDED, PendingOrder OID101
04/02/2026 02:00:00.193 | Info | Combo: bartime=2026-02-04 01:00, executed=2026-02-04 02:00:00, pending Buy placed at 10318.4; SL=10299.878328845418, TP=10366.889735082696; valid for the next 3 chart bar(s).
05/02/2026 03:00:00.194 | Trade | Placing Stop Order to Sell 3.24 UK100.cash (Price: 10386.9, SL: 10409.688107343, TP: 10327.24)
05/02/2026 03:00:00.194 | Trade | → Placing Stop Order to Sell 3.24 UK100.cash (Price: 10386.9, SL: 10409.688107343, TP: 10327.24) SUCCEEDED, PendingOrder OID104
05/02/2026 03:00:00.194 | Info | Combo: bartime=2026-02-05 02:00, executed=2026-02-05 03:00:00, pending Sell placed at 10386.9; SL=10409.688107343007, TP=10327.240734976007; valid for the next 3 chart bar(s).
06/02/2026 09:00:00.206 | Trade | Placing Stop Order to Buy 2.2 UK100.cash (Price: 10294.2, SL: 10261.0997600087, TP: 10380.86)
06/02/2026 09:00:00.206 | Trade | → Placing Stop Order to Buy 2.2 UK100.cash (Price: 10294.2, SL: 10261.0997600087, TP: 10380.86) SUCCEEDED, PendingOrder OID107
06/02/2026 09:00:00.206 | Info | Combo: bartime=2026-02-06 08:00, executed=2026-02-06 09:00:00, pending Buy placed at 10294.2; SL=10261.099760008712, TP=10380.856428297197; valid for the next 3 chart bar(s).
09/02/2026 10:00:00.214 | Trade | Placing Stop Order to Sell 3.82 UK100.cash (Price: 10379.7, SL: 10399.3055934526, TP: 10328.37)
09/02/2026 10:00:00.214 | Trade | → Placing Stop Order to Sell 3.82 UK100.cash (Price: 10379.7, SL: 10399.3055934526, TP: 10328.37) SUCCEEDED, PendingOrder OID110
09/02/2026 10:00:00.214 | Info | Combo: bartime=2026-02-09 09:00, executed=2026-02-09 10:00:00, pending Sell placed at 10379.7; SL=10399.305593452626, TP=10328.37255634103; valid for the next 3 chart bar(s).
09/02/2026 20:00:00.713 | Trade | Placing Stop Order to Buy 3.45 UK100.cash (Price: 10399.2, SL: 10376.9159798313, TP: 10457.54)
09/02/2026 20:00:00.713 | Trade | → Placing Stop Order to Buy 3.45 UK100.cash (Price: 10399.2, SL: 10376.9159798313, TP: 10457.54) SUCCEEDED, PendingOrder OID113
09/02/2026 20:00:00.713 | Info | Combo: bartime=2026-02-09 19:00, executed=2026-02-09 20:00:00, pending Buy placed at 10399.2; SL=10376.915979831278, TP=10457.539564801717; valid for the next 3 chart bar(s).
10/02/2026 09:00:00.114 | Trade | Placing Stop Order to Sell 2.86 UK100.cash (Price: 10325.2, SL: 10351.7491445492, TP: 10255.69)
10/02/2026 09:00:00.114 | Trade | → Placing Stop Order to Sell 2.86 UK100.cash (Price: 10325.2, SL: 10351.7491445492, TP: 10255.69) SUCCEEDED, PendingOrder OID116
10/02/2026 09:00:00.114 | Info | Combo: bartime=2026-02-10 08:00, executed=2026-02-10 09:00:00, pending Sell placed at 10325.2; SL=10351.749144549192, TP=10255.694339570216; valid for the next 3 chart bar(s).
10/02/2026 12:00:00.007 | Trade | Cancelling pending order OID116
10/02/2026 12:00:00.007 | Trade | → Cancelling pending order OID116 SUCCEEDED
10/02/2026 12:00:00.007 | Info | Combo: pending order 116 cancelled after 3 chart bars.
10/02/2026 18:00:00.214 | Trade | Placing Stop Order to Buy 2.96 UK100.cash (Price: 10390.5, SL: 10364.8119624455, TP: 10457.75)
10/02/2026 18:00:00.214 | Trade | → Placing Stop Order to Buy 2.96 UK100.cash (Price: 10390.5, SL: 10364.8119624455, TP: 10457.75) SUCCEEDED, PendingOrder OID117
10/02/2026 18:00:00.214 | Info | Combo: bartime=2026-02-10 17:00, executed=2026-02-10 18:00:00, pending Buy placed at 10390.5; SL=10364.811962445463, TP=10457.751282317777; valid for the next 3 chart bar(s).
10/02/2026 23:05:00.007 | Trade | Placing Stop Order to Buy 3.41 UK100.cash (Price: 10388.3, SL: 10366.2493798177, TP: 10446.03)
10/02/2026 23:05:00.007 | Trade | → Placing Stop Order to Buy 3.41 UK100.cash (Price: 10388.3, SL: 10366.2493798177, TP: 10446.03) SUCCEEDED, PendingOrder OID120
10/02/2026 23:05:00.007 | Info | Combo: bartime=2026-02-10 21:00, executed=2026-02-10 23:05:00, pending Buy placed at 10388.3; SL=10366.249379817662, TP=10446.02852363736; valid for the next 3 chart bar(s).
11/02/2026 09:00:00.013 | Trade | Placing Stop Order to Sell 3.5 UK100.cash (Price: 10360.7, SL: 10381.9886393187, TP: 10304.97)
11/02/2026 09:00:00.013 | Trade | → Placing Stop Order to Sell 3.5 UK100.cash (Price: 10360.7, SL: 10381.9886393187, TP: 10304.97) SUCCEEDED, PendingOrder OID123
11/02/2026 09:00:00.013 | Info | Combo: bartime=2026-02-11 08:00, executed=2026-02-11 09:00:00, pending Sell placed at 10360.7; SL=10381.988639318697, TP=10304.966342263653; valid for the next 3 chart bar(s).
11/02/2026 11:00:00.408 | Info | Combo: bartime=2026-02-11 10:00, reversal - cancelling existing Sell pending order 123 before opening opposite direction.
11/02/2026 11:00:00.408 | Trade | Cancelling pending order OID123
11/02/2026 11:00:00.408 | Trade | → Cancelling pending order OID123 SUCCEEDED
11/02/2026 11:00:00.408 | Trade | Placing Stop Order to Buy 2.89 UK100.cash (Price: 10415, SL: 10389.255270836, TP: 10482.4)
11/02/2026 11:00:00.408 | Trade | → Placing Stop Order to Buy 2.89 UK100.cash (Price: 10415, SL: 10389.255270836, TP: 10482.4) SUCCEEDED, PendingOrder OID124
11/02/2026 11:00:00.408 | Info | Combo: bartime=2026-02-11 10:00, executed=2026-02-11 11:00:00, pending Buy placed at 10415; SL=10389.255270836034, TP=10482.399700951262; valid for the next 3 chart bar(s).
12/02/2026 10:00:00.213 | Trade | Placing Stop Order to Sell 3.01 UK100.cash (Price: 10490.6, SL: 10515.9924195265, TP: 10424.12)
12/02/2026 10:00:00.213 | Trade | → Placing Stop Order to Sell 3.01 UK100.cash (Price: 10490.6, SL: 10515.9924195265, TP: 10424.12) SUCCEEDED, PendingOrder OID127
12/02/2026 10:00:00.213 | Info | Combo: bartime=2026-02-12 09:00, executed=2026-02-12 10:00:00, pending Sell placed at 10490.6; SL=10515.99241952649, TP=10424.122645679648; valid for the next 3 chart bar(s).
13/02/2026 16:00:00.115 | Trade | Placing Stop Order to Buy 2.31 UK100.cash (Price: 10454.5, SL: 10420.497574988, TP: 10543.52)
13/02/2026 16:00:00.115 | Trade | → Placing Stop Order to Buy 2.31 UK100.cash (Price: 10454.5, SL: 10420.497574988, TP: 10543.52) SUCCEEDED, PendingOrder OID130
13/02/2026 16:00:00.115 | Info | Combo: bartime=2026-02-13 15:00, executed=2026-02-13 16:00:00, pending Buy placed at 10454.5; SL=10420.497574987978, TP=10543.518348681475; valid for the next 3 chart bar(s).
16/02/2026 20:02:05.594 | Info | Combo: MARGIN GUARD - order size reduced. Signal wanted 5.52 units, which needs about $5370.50 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5241.24 budget, free margin was $10482.48). Size was cut from 5.52 to 5.27 units. Real risk on this trade is now about $99.97 (0.95% of balance) instead of the requested 1.00%.
16/02/2026 20:02:05.594 | Trade | Placing Stop Order to Sell 5.27 UK100.cash (Price: 10459.5, SL: 10473.5731548626, TP: 10422.66)
16/02/2026 20:02:05.594 | Trade | → Placing Stop Order to Sell 5.27 UK100.cash (Price: 10459.5, SL: 10473.5731548626, TP: 10422.66) SUCCEEDED, PendingOrder OID133
16/02/2026 20:02:05.594 | Info | Combo: bartime=2026-02-16 19:00, executed=2026-02-16 20:02:05, pending Sell placed at 10459.5; SL=10473.573154862564, TP=10422.656480569809; valid for the next 3 chart bar(s).
17/02/2026 01:00:00.095 | Info | Combo: MARGIN GUARD - order size reduced. Signal wanted 5.69 units, which needs about $5535.90 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5190.92 budget, free margin was $10381.84). Size was cut from 5.69 to 5.22 units. Real risk on this trade is now about $95.19 (0.92% of balance) instead of the requested 1.00%.
17/02/2026 01:00:00.095 | Trade | Placing Stop Order to Sell 5.22 UK100.cash (Price: 10455.1, SL: 10468.6278552896, TP: 10419.68)
17/02/2026 01:00:00.095 | Trade | → Placing Stop Order to Sell 5.22 UK100.cash (Price: 10455.1, SL: 10468.6278552896, TP: 10419.68) SUCCEEDED, PendingOrder OID136
17/02/2026 01:00:00.095 | Info | Combo: bartime=2026-02-17 00:00, executed=2026-02-17 01:00:00, pending Sell placed at 10455.1; SL=10468.627855289633, TP=10419.684074851742; valid for the next 3 chart bar(s).
17/02/2026 08:00:00.097 | Trade | Placing Stop Order to Buy 3.92 UK100.cash (Price: 10502.4, SL: 10482.9704616824, TP: 10553.27)
17/02/2026 08:00:00.097 | Trade | → Placing Stop Order to Buy 3.92 UK100.cash (Price: 10502.4, SL: 10482.9704616824, TP: 10553.27) SUCCEEDED, PendingOrder OID139
17/02/2026 08:00:00.097 | Info | Combo: bartime=2026-02-17 07:00, executed=2026-02-17 08:00:00, pending Buy placed at 10502.4; SL=10482.970461682364, TP=10553.266531315572; valid for the next 3 chart bar(s).
19/02/2026 09:00:00.095 | Trade | Placing Stop Order to Sell 3.92 UK100.cash (Price: 10636.4, SL: 10656.3560713482, TP: 10584.16)
19/02/2026 09:00:00.095 | Trade | → Placing Stop Order to Sell 3.92 UK100.cash (Price: 10636.4, SL: 10656.3560713482, TP: 10584.16) SUCCEEDED, PendingOrder OID142
19/02/2026 09:00:00.095 | Info | Combo: bartime=2026-02-19 08:00, executed=2026-02-19 09:00:00, pending Sell placed at 10636.4; SL=10656.356071348155, TP=10584.155005210532; valid for the next 3 chart bar(s).
19/02/2026 21:00:13.695 | Trade | Placing Stop Order to Buy 3.17 UK100.cash (Price: 10670.6, SL: 10646.1720168566, TP: 10734.55)
19/02/2026 21:00:13.695 | Trade | → Placing Stop Order to Buy 3.17 UK100.cash (Price: 10670.6, SL: 10646.1720168566, TP: 10734.55) SUCCEEDED, PendingOrder OID145
19/02/2026 21:00:13.695 | Info | Combo: bartime=2026-02-19 20:00, executed=2026-02-19 21:00:13, pending Buy placed at 10670.6; SL=10646.172016856599, TP=10734.552459869425; valid for the next 3 chart bar(s).
23/02/2026 01:00:00.199 | Trade | Placing Stop Order to Sell 3.7 UK100.cash (Price: 10676, SL: 10696.6857785681, TP: 10621.84)
23/02/2026 01:00:00.199 | Trade | → Placing Stop Order to Sell 3.7 UK100.cash (Price: 10676, SL: 10696.6857785681, TP: 10621.84) SUCCEEDED, PendingOrder OID148
23/02/2026 01:00:00.199 | Info | Combo: bartime=2026-02-23 00:00, executed=2026-02-23 01:00:00, pending Sell placed at 10676; SL=10696.685778568099, TP=10621.844631708718; valid for the next 3 chart bar(s).
23/02/2026 11:00:00.235 | Info | Combo: bartime=2026-02-23 10:00, reversal - closing existing Sell position 44 before opening opposite direction.
23/02/2026 11:00:00.235 | Trade | Closing position PID44 (Volume: 3.7)
23/02/2026 11:00:00.235 | Trade | → Closing position PID44 (Volume: 3.7) SUCCEEDED
23/02/2026 11:00:00.235 | Trade | Placing Stop Order to Buy 3.7 UK100.cash (Price: 10696, SL: 10675.4161100956, TP: 10749.89)
23/02/2026 11:00:00.235 | Trade | → Placing Stop Order to Buy 3.7 UK100.cash (Price: 10696, SL: 10675.4161100956, TP: 10749.89) SUCCEEDED, PendingOrder OID152
23/02/2026 11:00:00.235 | Info | Combo: bartime=2026-02-23 10:00, executed=2026-02-23 11:00:00, pending Buy placed at 10696; SL=10675.416110095583, TP=10749.888623769764; valid for the next 3 chart bar(s).
23/02/2026 12:00:00.138 | Info | Combo: bartime=2026-02-23 11:00, Buy signal skipped: already have same-direction exposure open.
23/02/2026 16:00:00.138 | Trade | Placing Stop Order to Sell 2.85 UK100.cash (Price: 10670.9, SL: 10697.3610890439, TP: 10601.62)
23/02/2026 16:00:00.138 | Trade | → Placing Stop Order to Sell 2.85 UK100.cash (Price: 10670.9, SL: 10697.3610890439, TP: 10601.62) SUCCEEDED, PendingOrder OID155
23/02/2026 16:00:00.138 | Info | Combo: bartime=2026-02-23 15:00, executed=2026-02-23 16:00:00, pending Sell placed at 10670.9; SL=10697.36108904388, TP=10601.624868883124; valid for the next 3 chart bar(s).
24/02/2026 02:00:00.207 | Trade | Placing Stop Order to Sell 4.46 UK100.cash (Price: 10655.8, SL: 10672.5321290553, TP: 10612)
24/02/2026 02:00:00.207 | Trade | → Placing Stop Order to Sell 4.46 UK100.cash (Price: 10655.8, SL: 10672.5321290553, TP: 10612) SUCCEEDED, PendingOrder OID158
24/02/2026 02:00:00.207 | Info | Combo: bartime=2026-02-24 01:00, executed=2026-02-24 02:00:00, pending Sell placed at 10655.8; SL=10672.53212905526, TP=10611.995286133328; valid for the next 3 chart bar(s).
24/02/2026 08:00:00.036 | Info | Combo: MARGIN GUARD - order size reduced. Signal wanted 5.68 units, which needs about $5526.17 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4982.51 budget, free margin was $9965.01). Size was cut from 5.68 to 5.01 units. Real risk on this trade is now about $87.76 (0.88% of balance) instead of the requested 1.00%.
24/02/2026 08:00:00.036 | Trade | Placing Stop Order to Buy 5.01 UK100.cash (Price: 10693.6, SL: 10680.6052287609, TP: 10727.62)
24/02/2026 08:00:00.036 | Trade | → Placing Stop Order to Buy 5.01 UK100.cash (Price: 10693.6, SL: 10680.6052287609, TP: 10727.62) SUCCEEDED, PendingOrder OID161
24/02/2026 08:00:00.036 | Info | Combo: bartime=2026-02-24 07:00, executed=2026-02-24 08:00:00, pending Buy placed at 10693.6; SL=10680.605228760938, TP=10727.620311103867; valid for the next 3 chart bar(s).
24/02/2026 09:00:00.138 | Info | Combo: bartime=2026-02-24 08:00, reversal - cancelling existing Buy pending order 161 before opening opposite direction.
24/02/2026 09:00:00.138 | Trade | Cancelling pending order OID161
24/02/2026 09:00:00.138 | Trade | → Cancelling pending order OID161 SUCCEEDED
24/02/2026 09:00:00.138 | Trade | Placing Stop Order to Sell 3.95 UK100.cash (Price: 10638.8, SL: 10657.4758169912, TP: 10589.91)
24/02/2026 09:00:00.138 | Trade | → Placing Stop Order to Sell 3.95 UK100.cash (Price: 10638.8, SL: 10657.4758169912, TP: 10589.91) SUCCEEDED, PendingOrder OID162
24/02/2026 09:00:00.138 | Info | Combo: bartime=2026-02-24 08:00, executed=2026-02-24 09:00:00, pending Sell placed at 10638.8; SL=10657.47581699125, TP=10589.906711116906; valid for the next 3 chart bar(s).
24/02/2026 12:00:00.061 | Trade | Cancelling pending order OID162
24/02/2026 12:00:00.061 | Trade | → Cancelling pending order OID162 SUCCEEDED
24/02/2026 12:00:00.061 | Info | Combo: pending order 162 cancelled after 3 chart bars.
24/02/2026 12:00:00.061 | Trade | Placing Stop Order to Buy 3.57 UK100.cash (Price: 10687.5, SL: 10666.7971817005, TP: 10741.7)
24/02/2026 12:00:00.061 | Trade | → Placing Stop Order to Buy 3.57 UK100.cash (Price: 10687.5, SL: 10666.7971817005, TP: 10741.7) SUCCEEDED, PendingOrder OID163
24/02/2026 12:00:00.061 | Info | Combo: bartime=2026-02-24 11:00, executed=2026-02-24 12:00:00, pending Buy placed at 10687.5; SL=10666.79718170048, TP=10741.699978308143; valid for the next 3 chart bar(s).
24/02/2026 14:00:00.436 | Info | Combo: bartime=2026-02-24 13:00, Buy signal skipped: already have same-direction exposure open.
25/02/2026 08:00:00.007 | Trade | Placing Stop Order to Sell 4.2 UK100.cash (Price: 10696.3, SL: 10714.3144933995, TP: 10649.14)
25/02/2026 08:00:00.007 | Trade | → Placing Stop Order to Sell 4.2 UK100.cash (Price: 10696.3, SL: 10714.3144933995, TP: 10649.14) SUCCEEDED, PendingOrder OID166
25/02/2026 08:00:00.007 | Info | Combo: bartime=2026-02-25 07:00, executed=2026-02-25 08:00:00, pending Sell placed at 10696.3; SL=10714.314493399543, TP=10649.138056279995; valid for the next 3 chart bar(s).
25/02/2026 09:00:00.136 | Info | Combo: bartime=2026-02-25 08:00, reversal - cancelling existing Sell pending order 166 before opening opposite direction.
25/02/2026 09:00:00.136 | Trade | Cancelling pending order OID166
25/02/2026 09:00:00.136 | Trade | → Cancelling pending order OID166 SUCCEEDED
25/02/2026 09:00:00.136 | Trade | Placing Stop Order to Buy 2.66 UK100.cash (Price: 10781.1, SL: 10752.6884052804, TP: 10855.48)
25/02/2026 09:00:00.136 | Trade | → Placing Stop Order to Buy 2.66 UK100.cash (Price: 10781.1, SL: 10752.6884052804, TP: 10855.48) SUCCEEDED, PendingOrder OID167
25/02/2026 09:00:00.136 | Info | Combo: bartime=2026-02-25 08:00, executed=2026-02-25 09:00:00, pending Buy placed at 10781.1; SL=10752.688405280365, TP=10855.481554976004; valid for the next 3 chart bar(s).
26/02/2026 09:00:00.237 | Info | Combo: bartime=2026-02-26 08:00, Buy signal skipped: already have same-direction exposure open.
26/02/2026 15:00:00.239 | Info | Combo: bartime=2026-02-26 14:00, reversal - closing existing Buy position 49 before opening opposite direction.
26/02/2026 15:00:00.239 | Trade | Closing position PID49 (Volume: 2.66)
26/02/2026 15:00:00.239 | Trade | → Closing position PID49 (Volume: 2.66) SUCCEEDED
26/02/2026 15:00:00.239 | Trade | Placing Stop Order to Sell 4.68 UK100.cash (Price: 10796.4, SL: 10812.6910786576, TP: 10753.75)
26/02/2026 15:00:00.239 | Trade | → Placing Stop Order to Sell 4.68 UK100.cash (Price: 10796.4, SL: 10812.6910786576, TP: 10753.75) SUCCEEDED, PendingOrder OID171
26/02/2026 15:00:00.239 | Info | Combo: bartime=2026-02-26 14:00, executed=2026-02-26 15:00:00, pending Sell placed at 10796.4; SL=10812.69107865761, TP=10753.749956074374; valid for the next 3 chart bar(s).
26/02/2026 16:00:00.338 | Info | Combo: bartime=2026-02-26 15:00, reversal - cancelling existing Sell pending order 171 before opening opposite direction.
26/02/2026 16:00:00.338 | Trade | Cancelling pending order OID171
26/02/2026 16:00:00.338 | Trade | → Cancelling pending order OID171 SUCCEEDED
26/02/2026 16:00:00.338 | Trade | Placing Stop Order to Buy 3.41 UK100.cash (Price: 10851.4, SL: 10829.0871370739, TP: 10909.82)
26/02/2026 16:00:00.338 | Trade | → Placing Stop Order to Buy 3.41 UK100.cash (Price: 10851.4, SL: 10829.0871370739, TP: 10909.82) SUCCEEDED, PendingOrder OID172
26/02/2026 16:00:00.338 | Info | Combo: bartime=2026-02-26 15:00, executed=2026-02-26 16:00:00, pending Buy placed at 10851.4; SL=10829.087137073911, TP=10909.8150751405; valid for the next 3 chart bar(s).
27/02/2026 20:00:00.236 | Trade | Placing Stop Order to Sell 2.47 UK100.cash (Price: 10863.8, SL: 10894.2605953273, TP: 10784.05)
27/02/2026 20:00:00.236 | Trade | → Placing Stop Order to Sell 2.47 UK100.cash (Price: 10863.8, SL: 10894.2605953273, TP: 10784.05) SUCCEEDED, PendingOrder OID175
27/02/2026 20:00:00.236 | Info | Combo: bartime=2026-02-27 19:00, executed=2026-02-27 20:00:00, pending Sell placed at 10863.8; SL=10894.260595327309, TP=10784.054161433105; valid for the next 3 chart bar(s).
27/02/2026 20:49:59.836 | Info | Combo: loaded=4824, processed=78, before-start=4448, not-processed=298, placed=72, failed=0, guard-skipped=0, pending-expired=15, same-direction-skipped=6, reversed=9, margin-capped=12, margin-blocked=0.
Info | CBot instance [Combo, UK100.cash, h1] stopped.
