"RunName","Bot","Symbol","Period","StartDate","EndDate","DataMode","StartingCapital","EndingBalance","NetProfit","ROI","ProfitFactor","TotalTrades","WinningTrades","LosingTrades","WinRatePct","MaxBalanceDrawdownPct","MaxEquityDrawdownPct","Parameters","RunDirectory","ReportJsonPath"
"Combo_US30.cash_h4_20260902-034316","Combo","US30.cash","h4","2025-01-01","2026-09-02","tickDataFromServer","10000","9766.53","-233.47","-2.33","0.97","153","79","74","51.63","15.535838484178127","17.431469536123714","{""SignalFilePath"":""Z:\\Desktop\\og_program\\runtime\\exports\\combo_US30_H4_full_history_signals.csv"",""KslLevel"":""Fib0618"",""KtpLevel"":""Fib0618"",""RiskPercent"":1,""EnableDailyLossLimit"":""false"",""MaxDailyLossPercent"":5,""EnableMaxDrawdown"":""false"",""MaxTotalDrawdownPercent"":10,""EnableMaxConsecutiveLosses"":""false"",""MaxConsecutiveLosses"":5}","C:\Users\Administrator\Documents\cAlgo\Sources\Robots\research\cli_runs\Combo_US30.cash_h4_20260902-034316","C:\Users\Administrator\Documents\cAlgo\Sources\Robots\research\cli_runs\Combo_US30.cash_h4_20260902-034316\report.json"
"MA Cross_US30.cash_m30_20260902-040711","MA Cross","US30.cash","m30","2025-01-01","2026-09-02","tickDataFromServer","10000","10408.529999999993","408.53","4.09","1.03","310","157","153","50.65","18.000265536473098","18.93955626729216","{""SignalFilePath"":""Z:\\Desktop\\og_program\\runtime\\exports\\ma_cross_US30_M30_full_history_signals.csv"",""KslLevel"":""Fib0618"",""KtpLevel"":""Fib0618"",""RiskPercent"":1,""EnableDailyLossLimit"":""false"",""MaxDailyLossPercent"":5,""EnableMaxDrawdown"":""false"",""MaxTotalDrawdownPercent"":10,""EnableMaxConsecutiveLosses"":""false"",""MaxConsecutiveLosses"":5}","C:\Users\Administrator\Documents\cAlgo\Sources\Robots\research\cli_runs\MA Cross_US30.cash_m30_20260902-040711","C:\Users\Administrator\Documents\cAlgo\Sources\Robots\research\cli_runs\MA Cross_US30.cash_m30_20260902-040711\report.json"
