Info | CBot instance [MA Cross, GER40.cash, m30] started.
19/02/2026 03:00:01.395 | Trade | → Executing Market Order to Buy 2.23 GER40.cash (SL: 23.4, TP: 61.26) SUCCEEDED, Position PID47
19/02/2026 03:00:01.395 | Info | MA Cross: bartime=2026-02-19 02:30, executed=2026-02-19 03:00:01, market Buy placed; SL=23.400966698990867 pips, TP=61.26373081795809 pips.
19/02/2026 07:00:00.095 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 3.68 units, which needs about $7307.75 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4498.76 budget, free margin was $8997.51). Size was cut from 3.68 to 2.22 units. Real risk on this trade is now about $54.22 (0.60% of balance) instead of the requested 1.00%.
19/02/2026 07:00:00.095 | Trade | Executing Market Order to Sell 2.22 GER40.cash (SL: 20.71, TP: 54.21)
19/02/2026 07:00:00.095 | Trade | → Executing Market Order to Sell 2.22 GER40.cash (SL: 20.71, TP: 54.21) SUCCEEDED, Position PID48
19/02/2026 07:00:00.095 | Info | MA Cross: bartime=2026-02-19 06:30, executed=2026-02-19 07:00:00, market Sell placed; SL=20.708400009177645 pips, TP=54.21459122402707 pips.
20/02/2026 03:00:05.093 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 3.21 units, which needs about $6374.42 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4471.28 budget, free margin was $8942.56). Size was cut from 3.21 to 2.20 units. Real risk on this trade is now about $61.23 (0.68% of balance) instead of the requested 1.00%.
20/02/2026 03:00:05.093 | Trade | Executing Market Order to Buy 2.2 GER40.cash (SL: 23.6, TP: 61.79)
20/02/2026 03:00:05.093 | Trade | → Executing Market Order to Buy 2.2 GER40.cash (SL: 23.6, TP: 61.79) SUCCEEDED, Position PID49
20/02/2026 03:00:05.093 | Info | MA Cross: bartime=2026-02-20 02:30, executed=2026-02-20 03:00:05, market Buy placed; SL=23.600699652099436 pips, TP=61.78663168919632 pips.
23/02/2026 03:30:00.735 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 2.50 units, which needs about $4964.50 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4440.16 budget, free margin was $8880.32). Size was cut from 2.50 to 2.19 units. Real risk on this trade is now about $77.71 (0.88% of balance) instead of the requested 1.00%.
23/02/2026 03:30:00.735 | Trade | Executing Market Order to Sell 2.19 GER40.cash (SL: 30.09, TP: 78.77)
23/02/2026 03:30:00.735 | Trade | → Executing Market Order to Sell 2.19 GER40.cash (SL: 30.09, TP: 78.77) SUCCEEDED, Position PID50
23/02/2026 03:30:00.735 | Info | MA Cross: bartime=2026-02-23 03:00, executed=2026-02-23 03:30:00, market Sell placed; SL=30.087940138588888 pips, TP=78.7702272828257 pips.
23/02/2026 14:00:00.735 | Trade | Executing Market Order to Buy 1.75 GER40.cash (SL: 42.6, TP: 111.53)
23/02/2026 14:00:00.735 | Trade | → Executing Market Order to Buy 1.75 GER40.cash (SL: 42.6, TP: 111.53) SUCCEEDED, Position PID51
23/02/2026 14:00:00.735 | Info | MA Cross: bartime=2026-02-23 13:30, executed=2026-02-23 14:00:00, market Buy placed; SL=42.59948158811129 pips, TP=111.52544279767535 pips.
23/02/2026 16:00:00.248 | Trade | Executing Market Order to Sell 1.25 GER40.cash (SL: 58.79, TP: 153.91)
23/02/2026 16:00:00.248 | Trade | → Executing Market Order to Sell 1.25 GER40.cash (SL: 58.79, TP: 153.91) SUCCEEDED, Position PID52
23/02/2026 16:00:00.248 | Info | MA Cross: bartime=2026-02-23 15:30, executed=2026-02-23 16:00:00, market Sell placed; SL=58.78826765849061 pips, TP=153.9076847299284 pips.
24/02/2026 18:00:00.135 | Trade | Executing Market Order to Buy 1.39 GER40.cash (SL: 52.28, TP: 136.88)
24/02/2026 18:00:00.135 | Trade | → Executing Market Order to Buy 1.39 GER40.cash (SL: 52.28, TP: 136.88) SUCCEEDED, Position PID53
24/02/2026 18:00:00.135 | Info | MA Cross: bartime=2026-02-24 17:30, executed=2026-02-24 18:00:00, market Buy placed; SL=52.282862325734925 pips, TP=136.87653356877402 pips.
26/02/2026 05:00:00.337 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 4.22 units, which needs about $8380.08 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4420.07 budget, free margin was $8840.14). Size was cut from 4.22 to 2.18 units. Real risk on this trade is now about $45.60 (0.52% of balance) instead of the requested 1.00%.
26/02/2026 05:00:00.337 | Trade | Executing Market Order to Sell 2.18 GER40.cash (SL: 17.74, TP: 46.44)
26/02/2026 05:00:00.337 | Trade | → Executing Market Order to Sell 2.18 GER40.cash (SL: 17.74, TP: 46.44) SUCCEEDED, Position PID54
26/02/2026 05:00:00.337 | Info | MA Cross: bartime=2026-02-26 04:30, executed=2026-02-26 05:00:00, market Sell placed; SL=17.737808281914 pips, TP=46.437582082050845 pips.
26/02/2026 12:30:02.734 | Trade | Executing Market Order to Buy 1.86 GER40.cash (SL: 39.99, TP: 104.7)
26/02/2026 12:30:02.734 | Trade | → Executing Market Order to Buy 1.86 GER40.cash (SL: 39.99, TP: 104.7) SUCCEEDED, Position PID55
26/02/2026 12:30:02.734 | Info | MA Cross: bartime=2026-02-26 12:00, executed=2026-02-26 12:30:02, market Buy placed; SL=39.99296560389748 pips, TP=104.7015839510036 pips.
27/02/2026 07:30:01.635 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 2.90 units, which needs about $5758.82 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $4351.60 budget, free margin was $8703.19). Size was cut from 2.90 to 2.14 units. Real risk on this trade is now about $64.18 (0.74% of balance) instead of the requested 1.00%.
27/02/2026 07:30:01.635 | Trade | Executing Market Order to Buy 2.14 GER40.cash (SL: 25.43, TP: 66.57)
27/02/2026 07:30:01.635 | Trade | → Executing Market Order to Buy 2.14 GER40.cash (SL: 25.43, TP: 66.57) SUCCEEDED, Position PID56
27/02/2026 07:30:01.635 | Info | MA Cross: bartime=2026-02-27 07:00, executed=2026-02-27 07:30:01, market Buy placed; SL=25.42832543964598 pips, TP=66.57135600099318 pips.
27/02/2026 20:49:59.836 | Info | MA Cross: loaded=2532, processed=56, before-start=2300, not-processed=176, placed=56, failed=0, guard-skipped=0, same-direction-skipped=0, reversed=3, margin-capped=21, margin-blocked=0.
Info | CBot instance [MA Cross, GER40.cash, m30] stopped.
