bartime,side,atr
2023-01-12 06:00,SELL,114.96532526490942
2023-02-09 02:00,BUY,136.45594083747892
2023-02-09 22:00,BUY,159.38204269362512
2023-02-13 11:00,BUY,134.80729661433742
2023-02-14 02:00,BUY,118.20106869323261
2023-02-15 18:00,BUY,126.0121279289421
2023-04-10 06:00,BUY,93.73023395252073
2023-04-20 13:00,BUY,119.42086112086852
2023-04-27 05:00,BUY,139.79390229028263
2023-05-05 09:00,BUY,127.12654495690307
2023-05-11 21:00,BUY,147.3713932077976
2023-05-25 05:00,BUY,217.81486938512296
2023-06-01 05:00,BUY,250.61794699333186
2023-06-08 21:00,BUY,299.5484919463412
2023-06-21 01:00,BUY,252.49666599739476
2023-06-27 13:00,BUY,216.48088455358376
2023-07-12 21:00,BUY,232.01333494620553
2023-07-17 21:00,BUY,219.19681537464882
2023-07-18 13:00,BUY,240.0598155774562
2023-07-21 05:00,BUY,271.77417239995333
2023-07-24 14:00,BUY,188.4865463357526
2023-07-26 21:00,BUY,182.19175002857523
2023-08-09 05:00,BUY,183.8053340855659
2023-09-12 01:00,BUY,172.64997009014206
2023-09-20 13:00,BUY,129.9775627227849
2023-10-17 21:00,SELL,240.7613377381824
2023-10-18 09:00,SELL,214.39140492194952
2023-10-25 13:00,SELL,222.88411141055127
2023-11-21 22:00,BUY,202.87102492595312
2023-11-30 02:00,BUY,179.5541361349938
2023-12-05 22:00,BUY,204.99023393193949
2023-12-19 02:00,BUY,229.4855725187645
2023-12-22 14:00,BUY,161.0697725237285
2023-12-26 06:00,BUY,131.8901788257192
2024-01-04 02:00,BUY,236.86562253456918
2024-01-18 10:00,BUY,273.19914399926824
2024-01-29 19:00,BUY,188.88981300976235
2024-01-31 02:00,BUY,240.91786185064393
2024-02-07 10:00,BUY,206.79329170865924
2024-02-21 18:00,BUY,250.24029397438525
2024-02-29 10:00,BUY,218.07465436996716
2024-02-29 18:00,BUY,230.96777879677902
2024-03-12 17:00,BUY,305.01737576857136
2024-03-14 01:00,BUY,289.25831997022493
2024-03-15 05:00,BUY,281.63012242421973
2024-03-15 17:00,BUY,251.59462268120052
2024-03-26 21:00,BUY,202.29962935096697
2024-03-29 05:00,BUY,185.26932019494225
2024-04-03 13:00,BUY,291.49673828134405
2024-04-07 22:00,BUY,290.03234863490104
2024-04-08 21:00,BUY,213.75632000054753
2024-04-11 17:00,BUY,290.8881880375428
2024-04-15 10:00,BUY,255.83120098914867
2024-05-01 05:00,SELL,295.1274772689334
2024-05-23 01:00,BUY,254.68707480825225
2024-05-24 13:00,BUY,222.06204725173018
2024-05-27 02:00,BUY,203.99576819288586
2024-06-09 22:00,BUY,226.03414979223268
2024-07-16 13:00,BUY,217.3342827274313
2024-07-31 21:00,SELL,500.3232146770282
2024-08-09 01:00,SELL,818.5720056069367
2024-08-20 13:00,SELL,354.4698404962263
2024-09-16 21:00,SELL,302.898665562573
2024-11-04 22:00,BUY,314.2803145401895
2024-11-11 03:00,BUY,304.9772855183768
2024-12-09 11:00,BUY,247.0217612162412
2024-12-16 15:00,BUY,182.08990605628256
2024-12-20 14:00,BUY,384.795369615028
2025-01-03 14:00,BUY,212.2394955998665
2025-01-06 07:00,BUY,254.42129739770536
2025-01-29 22:00,BUY,282.29647241535486
2025-02-27 14:00,SELL,304.27356845256486
2025-03-06 06:00,SELL,395.17040835141
2025-03-13 13:00,SELL,329.90109579955856
2025-03-20 05:00,SELL,172.81530535924713
2025-03-26 13:00,SELL,214.53798254906067
2025-04-02 17:00,SELL,669.0625135907396
2025-04-10 21:00,SELL,978.3037834100244
2025-04-11 05:00,SELL,936.2144213824157
2025-04-16 13:00,SELL,333.10234121600126
2025-04-21 02:00,SELL,234.68782852967433
2025-04-30 09:00,SELL,243.4341520587646
2025-05-16 13:00,BUY,207.95802127715834
2025-05-19 21:00,BUY,243.56438881899487
2025-05-20 13:00,BUY,219.63197366026034
2025-05-25 22:00,BUY,388.92519143673707
2025-06-03 13:00,BUY,230.87256156374715
2025-06-05 21:00,BUY,244.92812360192045
2025-06-16 02:00,BUY,269.4511142749508
2025-06-23 10:00,BUY,239.19551897976183
2025-07-03 09:00,BUY,216.30571930226384
2025-07-07 10:00,BUY,203.7695068990251
2025-07-07 21:00,BUY,283.57638753230117
2025-07-08 05:00,BUY,259.0048880206723
2025-07-10 17:00,BUY,159.85561677165853
2025-07-15 05:00,BUY,193.82323634829876
2025-07-17 01:00,BUY,255.19943050257783
2025-07-22 21:00,BUY,393.9798311448583
2025-07-30 21:00,BUY,197.98197437910065
2025-08-04 18:00,BUY,227.17106203178184
2025-08-05 05:00,BUY,217.28358376027293
2025-08-15 01:00,BUY,285.8305306915107
2025-08-22 13:00,BUY,251.0722050899601
2025-08-27 21:00,BUY,259.9314237539432
2025-09-03 21:00,BUY,296.7579857446151
2025-10-02 01:00,BUY,287.32283080062905
2025-10-13 21:00,BUY,592.6473086567559
2025-10-14 21:00,BUY,553.989348880517
2025-10-23 21:00,BUY,361.42008646671457
2025-11-19 18:00,BUY,575.645767326308
2025-11-23 23:00,BUY,632.93213570513
2025-11-24 11:00,BUY,540.5876534810267
2025-12-03 02:00,BUY,334.8423451126254
2025-12-10 18:00,BUY,345.699530945358
2025-12-18 22:00,BUY,341.64925429054995
2025-12-30 10:00,BUY,203.66749005134744
2026-01-01 22:00,BUY,257.7668725309542
2026-01-09 02:00,BUY,338.20636705701503
2026-01-21 18:00,BUY,549.6964374464308
2026-01-28 02:00,BUY,361.61218078540816
2026-01-30 10:00,BUY,531.0280678621014
2026-02-02 11:00,BUY,602.1172650216425
2026-02-06 06:00,BUY,708.6242444586144
2026-02-17 18:00,BUY,409.4901855542033
2026-02-23 11:00,BUY,371.24076219275275
2026-02-23 22:00,BUY,427.1440702426887
2026-03-26 09:00,SELL,627.3738298613098
2026-03-27 05:00,SELL,901.6054405689539
2026-04-03 13:00,SELL,460.1968620351556
2026-04-07 13:00,SELL,620.4646951656892
2026-04-30 17:00,BUY,521.4644092876466
