bartime,atr,signal
2026-03-05 07:00:00,185.96176179710102,1
2026-03-05 17:00:00,196.67438210567482,-1
2026-03-10 07:00:00,253.5549521000973,1
2026-03-12 09:00:00,175.25887006557087,-1
2026-03-16 13:00:00,143.99064795612696,1
2026-03-19 07:00:00,171.3369882594492,-1
2026-03-23 11:00:00,308.11893879909496,1
2026-03-26 11:00:00,135.6809867478434,-1
2026-03-30 14:00:00,136.5946224413065,1
2026-04-07 12:00:00,144.94689860148364,-1
2026-04-08 08:00:00,250.78208966716733,1
2026-04-13 08:00:00,116.33705434723399,-1
2026-04-14 06:00:00,108.36455796850197,1
2026-04-16 14:00:00,86.09983644059824,-1
2026-04-17 12:00:00,146.92983440485543,1
2026-04-20 16:00:00,100.50475885454502,-1
2026-04-21 08:00:00,101.69504566690836,1
2026-04-21 14:00:00,109.882263381457,-1
2026-04-28 06:00:00,110.90334079618512,1
2026-04-28 14:00:00,111.89928839011742,-1
2026-04-30 14:00:00,119.84195818933165,1
2026-05-04 06:00:00,89.80051090405362,-1
2026-05-05 14:00:00,130.1690591356652,1
2026-05-08 14:00:00,105.86475955083226,-1
2026-05-14 08:00:00,95.32752406703679,1
2026-05-15 08:00:00,112.73890166902846,-1
2026-05-18 12:00:00,147.3727694330409,1
2026-05-19 14:00:00,118.69593797620378,-1
2026-05-20 10:00:00,102.03465619505258,1
2026-05-28 06:00:00,83.76975494091256,-1
2026-05-29 06:00:00,99.9684618392305,1
2026-05-29 16:00:00,93.80032157547913,-1
2026-06-02 06:00:00,123.62763479926589,1
2026-06-02 12:00:00,108.57814901722398,-1
2026-06-03 06:00:00,104.1920122968184,1
2026-06-03 14:00:00,111.18328823677683,-1
2026-06-04 06:00:00,117.71730447153705,1
2026-06-05 16:00:00,96.18227687248196,-1
2026-06-09 08:00:00,112.7514680246138,1
2026-06-09 14:00:00,133.22395162860255,-1
2026-06-11 08:00:00,141.7183608707722,1
2026-06-19 14:00:00,90.17478104883315,-1
2026-06-22 12:00:00,82.04447225408123,1
2026-06-23 06:00:00,85.47716979409026,-1
2026-06-26 06:00:00,118.49414802024124,1
2026-06-26 10:00:00,99.97225473295445,-1
