bartime,atr,signal
2026-03-24 13:00:00,96.39022493892934,1
2026-03-26 07:00:00,55.71803908252062,-1
2026-03-30 07:00:00,67.44125624808036,1
2026-04-07 03:00:00,30.494906133681955,-1
2026-04-07 21:00:00,91.256411873508,1
2026-04-10 00:00:00,42.25388017718487,-1
2026-04-10 09:00:00,42.265986650718744,1
2026-04-10 12:00:00,44.412789320575,-1
2026-04-13 16:00:00,45.257552047950355,1
2026-04-15 12:00:00,36.87058337635496,-1
2026-04-16 09:00:00,37.55625904688919,1
2026-04-17 09:00:00,32.64772913381625,-1
2026-04-17 12:00:00,47.17818330705322,1
2026-04-20 07:00:00,42.09437048484418,-1
2026-04-21 03:00:00,25.77436756510378,1
2026-04-21 09:00:00,29.271595241666482,-1
2026-04-30 09:00:00,57.0942884868157,1
2026-05-04 10:00:00,41.894985530794955,-1
2026-05-06 00:00:00,46.73876718736834,1
2026-05-07 12:00:00,54.458657996702605,-1
2026-05-11 21:00:00,29.103379510002583,1
2026-05-12 00:00:00,37.22270360800221,-1
2026-05-12 12:00:00,40.932339397837694,1
2026-05-15 00:00:00,43.474351817512776,-1
2026-05-18 10:00:00,65.56373667482835,1
2026-05-20 00:00:00,48.014557462480866,-1
2026-05-20 09:00:00,48.66665342079028,1
2026-05-22 18:00:00,39.91009455960396,-1
2026-05-25 01:00:00,44.13846051814653,1
2026-05-26 00:00:00,29.691283836204292,-1
2026-05-29 09:00:00,31.752840464881118,1
2026-05-29 15:00:00,44.16181789752385,-1
2026-06-02 18:00:00,35.83467912130345,1
2026-06-03 09:00:00,35.42627565446885,-1
2026-06-04 15:00:00,48.69456463059534,1
2026-06-05 18:00:00,50.6122511618679,-1
2026-06-08 10:00:00,59.31431846072069,1
2026-06-08 19:00:00,48.791331051889024,-1
2026-06-09 03:00:00,40.198761498567535,1
2026-06-09 06:00:00,43.93900919885396,-1
2026-06-11 06:00:00,71.50815928230267,1
2026-06-15 16:00:00,47.76992796376095,-1
2026-06-16 06:00:00,39.940929995165256,1
2026-06-16 18:00:00,35.902044926019606,-1
