Info | CBot instance [Combo, XAUUSD, h1] started.
10/02/2026 10:00:00.204 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5063.42, SL: 5038.00211731004, TP: 5129.96) SUCCEEDED, PendingOrder OID104
10/02/2026 10:00:00.204 | Info | Combo: bartime=2026-02-10 09:00, executed=2026-02-10 10:00:00, pending Buy placed at 5063.42; SL=5038.002117310036, TP=5129.964016882326; valid for the next 3 chart bar(s).
10/02/2026 13:00:00.204 | Trade | Cancelling pending order OID104
10/02/2026 13:00:00.204 | Trade | → Cancelling pending order OID104 SUCCEEDED
10/02/2026 13:00:00.204 | Info | Combo: pending order 104 cancelled after 3 chart bars.
10/02/2026 13:00:00.204 | Trade | Placing Stop Order to Sell 3 XAUUSD (Price: 5018.85, SL: 5044.21651593726, TP: 4952.44)
10/02/2026 13:00:00.204 | Trade | → Placing Stop Order to Sell 3 XAUUSD (Price: 5018.85, SL: 5044.21651593726, TP: 4952.44) SUCCEEDED, PendingOrder OID105
10/02/2026 13:00:00.204 | Info | Combo: bartime=2026-02-10 12:00, executed=2026-02-10 13:00:00, pending Sell placed at 5018.85; SL=5044.216515937262, TP=4952.440461276249; valid for the next 3 chart bar(s).
10/02/2026 14:00:00.207 | Info | Combo: bartime=2026-02-10 13:00, reversal - cancelling existing Sell pending order 105 before opening opposite direction.
10/02/2026 14:00:00.207 | Trade | Cancelling pending order OID105
10/02/2026 14:00:00.207 | Trade | → Cancelling pending order OID105 SUCCEEDED
10/02/2026 14:00:00.207 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 5059.22, SL: 5032.42678725019, TP: 5129.36)
10/02/2026 14:00:00.207 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5059.22, SL: 5032.42678725019, TP: 5129.36) SUCCEEDED, PendingOrder OID106
10/02/2026 14:00:00.207 | Info | Combo: bartime=2026-02-10 13:00, executed=2026-02-10 14:00:00, pending Buy placed at 5059.22; SL=5032.4267872501905, TP=5129.364630979001; valid for the next 3 chart bar(s).
10/02/2026 15:00:00.212 | Trade | Placing Stop Order to Sell 2 XAUUSD (Price: 5020.09, SL: 5053.09457019985, TP: 4933.68)
10/02/2026 15:00:00.212 | Trade | → Placing Stop Order to Sell 2 XAUUSD (Price: 5020.09, SL: 5053.09457019985, TP: 4933.68) SUCCEEDED, PendingOrder OID109
10/02/2026 15:00:00.212 | Info | Combo: bartime=2026-02-10 14:00, executed=2026-02-10 15:00:00, pending Sell placed at 5020.09; SL=5053.094570199847, TP=4933.6840352168; valid for the next 3 chart bar(s).
11/02/2026 00:00:00.482 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 5054.85, SL: 5029.5537439421, TP: 5121.08)
11/02/2026 00:00:00.482 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5054.85, SL: 5029.5537439421, TP: 5121.08) SUCCEEDED, PendingOrder OID112
11/02/2026 00:00:00.482 | Info | Combo: bartime=2026-02-10 23:00, executed=2026-02-11 00:00:00, pending Buy placed at 5054.85; SL=5029.5537439421005, TP=5121.075598359583; valid for the next 3 chart bar(s).
12/02/2026 00:00:00.083 | Trade | Placing Stop Order to Sell 2 XAUUSD (Price: 5052.53, SL: 5083.96959546311, TP: 4970.22)
12/02/2026 00:00:00.083 | Trade | → Placing Stop Order to Sell 2 XAUUSD (Price: 5052.53, SL: 5083.96959546311, TP: 4970.22) SUCCEEDED, PendingOrder OID115
12/02/2026 00:00:00.083 | Info | Combo: bartime=2026-02-11 23:00, executed=2026-02-12 00:00:00, pending Sell placed at 5052.53; SL=5083.969595463106, TP=4970.221139077587; valid for the next 3 chart bar(s).
12/02/2026 06:00:00.204 | Info | Combo: bartime=2026-02-12 05:00, reversal - closing existing Sell position 33 before opening opposite direction.
12/02/2026 06:00:00.204 | Trade | Closing position PID33 (Volume: 2)
12/02/2026 06:00:00.204 | Trade | → Closing position PID33 (Volume: 2) SUCCEEDED
12/02/2026 06:00:00.204 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5078.76, SL: 5057.54508396692, TP: 5134.3)
12/02/2026 06:00:00.204 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5078.76, SL: 5057.54508396692, TP: 5134.3) SUCCEEDED, PendingOrder OID119
12/02/2026 06:00:00.204 | Info | Combo: bartime=2026-02-12 05:00, executed=2026-02-12 06:00:00, pending Buy placed at 5078.76; SL=5057.545083966919, TP=5134.300650174605; valid for the next 3 chart bar(s).
12/02/2026 07:00:00.401 | Info | Combo: bartime=2026-02-12 06:00, reversal - cancelling existing Buy pending order 119 before opening opposite direction.
12/02/2026 07:00:00.401 | Trade | Cancelling pending order OID119
12/02/2026 07:00:00.401 | Trade | → Cancelling pending order OID119 SUCCEEDED
12/02/2026 07:00:00.401 | Trade | Placing Stop Order to Sell 3 XAUUSD (Price: 5046.27, SL: 5069.12393282646, TP: 4986.44)
12/02/2026 07:00:00.401 | Trade | → Placing Stop Order to Sell 3 XAUUSD (Price: 5046.27, SL: 5069.12393282646, TP: 4986.44) SUCCEEDED, PendingOrder OID120
12/02/2026 07:00:00.401 | Info | Combo: bartime=2026-02-12 06:00, executed=2026-02-12 07:00:00, pending Sell placed at 5046.27; SL=5069.123932826465, TP=4986.438403860317; valid for the next 3 chart bar(s).
12/02/2026 10:00:00.205 | Trade | Cancelling pending order OID120
12/02/2026 10:00:00.205 | Trade | → Cancelling pending order OID120 SUCCEEDED
12/02/2026 10:00:00.205 | Info | Combo: pending order 120 cancelled after 3 chart bars.
12/02/2026 10:00:00.205 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5081.16, SL: 5061.26158639285, TP: 5133.25)
12/02/2026 10:00:00.205 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5081.16, SL: 5061.26158639285, TP: 5133.25) SUCCEEDED, PendingOrder OID121
12/02/2026 10:00:00.205 | Info | Combo: bartime=2026-02-12 09:00, executed=2026-02-12 10:00:00, pending Buy placed at 5081.16; SL=5061.26158639285, TP=5133.2540468235175; valid for the next 3 chart bar(s).
12/02/2026 11:00:00.207 | Info | Combo: bartime=2026-02-12 10:00, reversal - cancelling existing Buy pending order 121 before opening opposite direction.
12/02/2026 11:00:00.207 | Trade | Cancelling pending order OID121
12/02/2026 11:00:00.207 | Trade | → Cancelling pending order OID121 SUCCEEDED
12/02/2026 11:00:00.207 | Trade | Placing Stop Order to Sell 4 XAUUSD (Price: 5055.33, SL: 5075.45673088572, TP: 5002.64)
12/02/2026 11:00:00.207 | Trade | → Placing Stop Order to Sell 4 XAUUSD (Price: 5055.33, SL: 5075.45673088572, TP: 5002.64) SUCCEEDED, PendingOrder OID122
12/02/2026 11:00:00.207 | Info | Combo: bartime=2026-02-12 10:00, executed=2026-02-12 11:00:00, pending Sell placed at 5055.33; SL=5075.4567308857195, TP=5002.638218541186; valid for the next 3 chart bar(s).
12/02/2026 14:00:00.207 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5084.07, SL: 5062.97775378651, TP: 5139.29)
12/02/2026 14:00:00.207 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5084.07, SL: 5062.97775378651, TP: 5139.29) SUCCEEDED, PendingOrder OID125
12/02/2026 14:00:00.207 | Info | Combo: bartime=2026-02-12 13:00, executed=2026-02-12 14:00:00, pending Buy placed at 5084.07; SL=5062.977753786511, TP=5139.289500586912; valid for the next 3 chart bar(s).
12/02/2026 15:00:00.003 | Info | Combo: bartime=2026-02-12 14:00, reversal - cancelling existing Buy pending order 125 before opening opposite direction.
12/02/2026 15:00:00.003 | Trade | Cancelling pending order OID125
12/02/2026 15:00:00.003 | Trade | → Cancelling pending order OID125 SUCCEEDED
12/02/2026 15:00:00.003 | Trade | Placing Stop Order to Sell 3 XAUUSD (Price: 5038.37, SL: 5063.00179697079, TP: 4973.88)
12/02/2026 15:00:00.003 | Trade | → Placing Stop Order to Sell 3 XAUUSD (Price: 5038.37, SL: 5063.00179697079, TP: 4973.88) SUCCEEDED, PendingOrder OID126
12/02/2026 15:00:00.003 | Info | Combo: bartime=2026-02-12 14:00, executed=2026-02-12 15:00:00, pending Sell placed at 5038.37; SL=5063.001796970791, TP=4973.88395553047; valid for the next 3 chart bar(s).
12/02/2026 17:00:00.005 | Trade | Placing Stop Order to Sell 1 XAUUSD (Price: 4877.96, SL: 4937.27355006131, TP: 4722.68)
12/02/2026 17:00:00.005 | Trade | → Placing Stop Order to Sell 1 XAUUSD (Price: 4877.96, SL: 4937.27355006131, TP: 4722.68) SUCCEEDED, PendingOrder OID129
12/02/2026 17:00:00.005 | Info | Combo: bartime=2026-02-12 16:00, executed=2026-02-12 17:00:00, pending Sell placed at 4877.96; SL=4937.273550061306, TP=4722.677125939501; valid for the next 3 chart bar(s).
12/02/2026 20:00:00.006 | Trade | Cancelling pending order OID129
12/02/2026 20:00:00.006 | Trade | → Cancelling pending order OID129 SUCCEEDED
12/02/2026 20:00:00.006 | Info | Combo: pending order 129 cancelled after 3 chart bars.
13/02/2026 13:00:00.201 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 4974.46, SL: 4948.07918666412, TP: 5043.52)
13/02/2026 13:00:00.201 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 4974.46, SL: 4948.07918666412, TP: 5043.52) SUCCEEDED, PendingOrder OID130
13/02/2026 13:00:00.201 | Info | Combo: bartime=2026-02-13 12:00, executed=2026-02-13 13:00:00, pending Buy placed at 4974.46; SL=4948.0791866641175, TP=5043.524969313341; valid for the next 3 chart bar(s).
16/02/2026 03:00:00.205 | Trade | Placing Stop Order to Sell 3 XAUUSD (Price: 4991.53, SL: 5020.90033708678, TP: 4914.64)
16/02/2026 03:00:00.205 | Trade | → Placing Stop Order to Sell 3 XAUUSD (Price: 4991.53, SL: 5020.90033708678, TP: 4914.64) SUCCEEDED, PendingOrder OID133
16/02/2026 03:00:00.205 | Info | Combo: bartime=2026-02-16 02:00, executed=2026-02-16 03:00:00, pending Sell placed at 4991.53; SL=5020.900337086781, TP=4914.638457506807; valid for the next 3 chart bar(s).
18/02/2026 03:00:00.202 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 4907.59, SL: 4881.60328519213, TP: 4975.62)
18/02/2026 03:00:00.202 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 4907.59, SL: 4881.60328519213, TP: 4975.62) SUCCEEDED, PendingOrder OID136
18/02/2026 03:00:00.202 | Info | Combo: bartime=2026-02-18 02:00, executed=2026-02-18 03:00:00, pending Buy placed at 4907.59; SL=4881.6032851921345, TP=4975.623219366993; valid for the next 3 chart bar(s).
19/02/2026 12:00:00.410 | Trade | Placing Stop Order to Sell 5 XAUUSD (Price: 4977.21, SL: 4994.94066504457, TP: 4930.79)
19/02/2026 12:00:00.410 | Trade | → Placing Stop Order to Sell 5 XAUUSD (Price: 4977.21, SL: 4994.94066504457, TP: 4930.79) SUCCEEDED, PendingOrder OID139
19/02/2026 12:00:00.410 | Info | Combo: bartime=2026-02-19 11:00, executed=2026-02-19 12:00:00, pending Sell placed at 4977.21; SL=4994.940665044565, TP=4930.791118913328; valid for the next 3 chart bar(s).
19/02/2026 18:00:00.200 | Trade | Placing Stop Order to Sell 4 XAUUSD (Price: 4982.23, SL: 5005.67925145744, TP: 4920.84)
19/02/2026 18:00:00.200 | Trade | → Placing Stop Order to Sell 4 XAUUSD (Price: 4982.23, SL: 5005.67925145744, TP: 4920.84) SUCCEEDED, PendingOrder OID142
19/02/2026 18:00:00.200 | Info | Combo: bartime=2026-02-19 17:00, executed=2026-02-19 18:00:00, pending Sell placed at 4982.23; SL=5005.679251457442, TP=4920.839859684415; valid for the next 3 chart bar(s).
20/02/2026 00:00:00.548 | Trade | Placing Stop Order to Sell 5 XAUUSD (Price: 4984.7, SL: 5003.26211631757, TP: 4936.1)
20/02/2026 00:00:00.548 | Trade | → Placing Stop Order to Sell 5 XAUUSD (Price: 4984.7, SL: 5003.26211631757, TP: 4936.1) SUCCEEDED, PendingOrder OID145
20/02/2026 00:00:00.548 | Info | Combo: bartime=2026-02-19 23:00, executed=2026-02-20 00:00:00, pending Sell placed at 4984.7; SL=5003.2621163175745, TP=4936.104379480589; valid for the next 3 chart bar(s).
20/02/2026 01:00:00.208 | Info | Combo: bartime=2026-02-20 00:00, reversal - cancelling existing Sell pending order 145 before opening opposite direction.
20/02/2026 01:00:00.208 | Trade | Cancelling pending order OID145
20/02/2026 01:00:00.208 | Trade | → Cancelling pending order OID145 SUCCEEDED
20/02/2026 01:00:00.208 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5007.28, SL: 4988.11630694594, TP: 5057.45)
20/02/2026 01:00:00.208 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5007.28, SL: 4988.11630694594, TP: 5057.45) SUCCEEDED, PendingOrder OID146
20/02/2026 01:00:00.208 | Info | Combo: bartime=2026-02-20 00:00, executed=2026-02-20 01:00:00, pending Buy placed at 5007.28; SL=4988.11630694594, TP=5057.450548415528; valid for the next 3 chart bar(s).
24/02/2026 02:00:00.003 | Trade | Placing Stop Order to Sell 2 XAUUSD (Price: 5144.51, SL: 5177.63666722473, TP: 5057.78)
24/02/2026 02:00:00.003 | Trade | → Placing Stop Order to Sell 2 XAUUSD (Price: 5144.51, SL: 5177.63666722473, TP: 5057.78) SUCCEEDED, PendingOrder OID149
24/02/2026 02:00:00.003 | Info | Combo: bartime=2026-02-24 01:00, executed=2026-02-24 02:00:00, pending Sell placed at 5144.51; SL=5177.63666722473, TP=5057.784385205656; valid for the next 3 chart bar(s).
24/02/2026 04:00:00.205 | Info | Combo: bartime=2026-02-24 03:00, Sell signal skipped: already have same-direction exposure open.
24/02/2026 05:00:00.205 | Trade | Cancelling pending order OID149
24/02/2026 05:00:00.205 | Trade | → Cancelling pending order OID149 SUCCEEDED
24/02/2026 05:00:00.205 | Info | Combo: pending order 149 cancelled after 3 chart bars.
24/02/2026 21:00:00.001 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 5173.53, SL: 5149.39811752343, TP: 5236.71)
24/02/2026 21:00:00.001 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5173.53, SL: 5149.39811752343, TP: 5236.71) SUCCEEDED, PendingOrder OID150
24/02/2026 21:00:00.001 | Info | Combo: bartime=2026-02-24 20:00, executed=2026-02-24 21:00:00, pending Buy placed at 5173.53; SL=5149.398117523428, TP=5236.707268323666; valid for the next 3 chart bar(s).
25/02/2026 01:00:00.205 | Trade | Cancelling pending order OID150
25/02/2026 01:00:00.205 | Trade | → Cancelling pending order OID150 SUCCEEDED
25/02/2026 01:00:00.205 | Info | Combo: pending order 150 cancelled after 3 chart bars.
25/02/2026 02:00:00.205 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 5190.2, SL: 5161.5003489376, TP: 5265.34)
25/02/2026 02:00:00.205 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5190.2, SL: 5161.5003489376, TP: 5265.34) SUCCEEDED, PendingOrder OID151
25/02/2026 02:00:00.205 | Info | Combo: bartime=2026-02-25 01:00, executed=2026-02-25 02:00:00, pending Buy placed at 5190.2; SL=5161.500348937596, TP=5265.335686481374; valid for the next 3 chart bar(s).
25/02/2026 21:00:00.007 | Trade | Placing Stop Order to Sell 3 XAUUSD (Price: 5145.35, SL: 5171.88218745056, TP: 5075.89)
25/02/2026 21:00:00.007 | Trade | → Placing Stop Order to Sell 3 XAUUSD (Price: 5145.35, SL: 5171.88218745056, TP: 5075.89) SUCCEEDED, PendingOrder OID154
25/02/2026 21:00:00.007 | Info | Combo: bartime=2026-02-25 20:00, executed=2026-02-25 21:00:00, pending Sell placed at 5145.35; SL=5171.882187450555, TP=5075.888733254449; valid for the next 3 chart bar(s).
26/02/2026 01:00:00.203 | Trade | Cancelling pending order OID154
26/02/2026 01:00:00.203 | Trade | → Cancelling pending order OID154 SUCCEEDED
26/02/2026 01:00:00.203 | Info | Combo: pending order 154 cancelled after 3 chart bars.
26/02/2026 04:00:00.205 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5194.09, SL: 5171.86628417296, TP: 5252.27)
26/02/2026 04:00:00.205 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5194.09, SL: 5171.86628417296, TP: 5252.27) SUCCEEDED, PendingOrder OID155
26/02/2026 04:00:00.205 | Info | Combo: bartime=2026-02-26 03:00, executed=2026-02-26 04:00:00, pending Buy placed at 5194.09; SL=5171.866284172962, TP=5252.271688035186; valid for the next 3 chart bar(s).
26/02/2026 08:00:00.201 | Info | Combo: bartime=2026-02-26 07:00, reversal - closing existing Buy position 43 before opening opposite direction.
26/02/2026 08:00:00.201 | Trade | Closing position PID43 (Volume: 4)
26/02/2026 08:00:00.201 | Trade | → Closing position PID43 (Volume: 4) SUCCEEDED
26/02/2026 08:00:00.201 | Trade | Placing Stop Order to Sell 5 XAUUSD (Price: 5178.95, SL: 5195.50864200275, TP: 5135.6)
26/02/2026 08:00:00.201 | Trade | → Placing Stop Order to Sell 5 XAUUSD (Price: 5178.95, SL: 5195.50864200275, TP: 5135.6) SUCCEEDED, PendingOrder OID159
26/02/2026 08:00:00.201 | Info | Combo: bartime=2026-02-26 07:00, executed=2026-02-26 08:00:00, pending Sell placed at 5178.95; SL=5195.508642002755, TP=5135.599475236788; valid for the next 3 chart bar(s).
26/02/2026 14:00:00.001 | Info | Combo: bartime=2026-02-26 13:00, Sell signal skipped: already have same-direction exposure open.
26/02/2026 16:00:00.006 | Trade | Placing Stop Order to Buy 2 XAUUSD (Price: 5193.22, SL: 5161.52409092533, TP: 5276.2)
26/02/2026 16:00:00.006 | Trade | → Placing Stop Order to Buy 2 XAUUSD (Price: 5193.22, SL: 5161.52409092533, TP: 5276.2) SUCCEEDED, PendingOrder OID162
26/02/2026 16:00:00.006 | Info | Combo: bartime=2026-02-26 15:00, executed=2026-02-26 16:00:00, pending Buy placed at 5193.22; SL=5161.524090925331, TP=5276.199889957484; valid for the next 3 chart bar(s).
26/02/2026 19:00:00.002 | Trade | Cancelling pending order OID162
26/02/2026 19:00:00.002 | Trade | → Cancelling pending order OID162 SUCCEEDED
26/02/2026 19:00:00.002 | Info | Combo: pending order 162 cancelled after 3 chart bars.
26/02/2026 20:00:00.006 | Trade | Placing Stop Order to Buy 3 XAUUSD (Price: 5194.45, SL: 5169.35562764302, TP: 5260.15)
26/02/2026 20:00:00.006 | Trade | → Placing Stop Order to Buy 3 XAUUSD (Price: 5194.45, SL: 5169.35562764302, TP: 5260.15) SUCCEEDED, PendingOrder OID163
26/02/2026 20:00:00.006 | Info | Combo: bartime=2026-02-26 19:00, executed=2026-02-26 20:00:00, pending Buy placed at 5194.45; SL=5169.355627643015, TP=5260.147066830586; valid for the next 3 chart bar(s).
27/02/2026 01:00:00.207 | Info | Combo: bartime=2026-02-27 00:00, reversal - closing existing Buy position 45 before opening opposite direction.
27/02/2026 01:00:00.207 | Trade | Closing position PID45 (Volume: 3)
27/02/2026 01:00:00.207 | Trade | → Closing position PID45 (Volume: 3) SUCCEEDED
27/02/2026 01:00:00.207 | Trade | Placing Stop Order to Sell 4 XAUUSD (Price: 5169.48, SL: 5190.59772691742, TP: 5114.19)
27/02/2026 01:00:00.207 | Trade | → Placing Stop Order to Sell 4 XAUUSD (Price: 5169.48, SL: 5190.59772691742, TP: 5114.19) SUCCEEDED, PendingOrder OID167
27/02/2026 01:00:00.207 | Info | Combo: bartime=2026-02-27 00:00, executed=2026-02-27 01:00:00, pending Sell placed at 5169.48; SL=5190.597726917421, TP=5114.193790930191; valid for the next 3 chart bar(s).
27/02/2026 02:00:00.208 | Trade | Placing Stop Order to Buy 4 XAUUSD (Price: 5194.8, SL: 5172.38581846606, TP: 5253.48)
27/02/2026 02:00:00.208 | Trade | → Placing Stop Order to Buy 4 XAUUSD (Price: 5194.8, SL: 5172.38581846606, TP: 5253.48) SUCCEEDED, PendingOrder OID170
27/02/2026 02:00:00.208 | Info | Combo: bartime=2026-02-27 01:00, executed=2026-02-27 02:00:00, pending Buy placed at 5194.8; SL=5172.385818466063, TP=5253.4803272558465; valid for the next 3 chart bar(s).
27/02/2026 08:00:00.205 | Info | Combo: bartime=2026-02-27 07:00, reversal - closing existing Buy position 47 before opening opposite direction.
27/02/2026 08:00:00.205 | Trade | Closing position PID47 (Volume: 4)
27/02/2026 08:00:00.205 | Trade | → Closing position PID47 (Volume: 4) SUCCEEDED
27/02/2026 08:00:00.205 | Trade | Placing Stop Order to Sell 5 XAUUSD (Price: 5174.96, SL: 5191.68872688403, TP: 5131.16)
27/02/2026 08:00:00.205 | Trade | → Placing Stop Order to Sell 5 XAUUSD (Price: 5174.96, SL: 5191.68872688403, TP: 5131.16) SUCCEEDED, PendingOrder OID174
27/02/2026 08:00:00.205 | Info | Combo: bartime=2026-02-27 07:00, executed=2026-02-27 08:00:00, pending Sell placed at 5174.96; SL=5191.688726884032, TP=5131.164193017604; valid for the next 3 chart bar(s).
27/02/2026 12:00:00.005 | Info | Combo: bartime=2026-02-27 11:00, reversal - closing existing Sell position 48 before opening opposite direction.
27/02/2026 12:00:00.005 | Trade | Closing position PID48 (Volume: 5)
27/02/2026 12:00:00.005 | Trade | → Closing position PID48 (Volume: 5) SUCCEEDED
27/02/2026 12:00:00.005 | Trade | Placing Stop Order to Buy 6 XAUUSD (Price: 5185.97, SL: 5172.3276094683, TP: 5221.69)
27/02/2026 12:00:00.005 | Trade | → Placing Stop Order to Buy 6 XAUUSD (Price: 5185.97, SL: 5172.3276094683, TP: 5221.69) SUCCEEDED, PendingOrder OID178
27/02/2026 12:00:00.005 | Info | Combo: bartime=2026-02-27 11:00, executed=2026-02-27 12:00:00, pending Buy placed at 5185.97; SL=5172.327609468301, TP=5221.68577841199; valid for the next 3 chart bar(s).
27/02/2026 21:49:59.404 | Info | Combo: loaded=4593, processed=81, before-start=4265, not-processed=247, placed=71, failed=2, guard-skipped=0, pending-expired=16, same-direction-skipped=8, reversed=17, margin-capped=0, margin-blocked=0.
Info | CBot instance [Combo, XAUUSD, h1] stopped.
