Info | CBot instance [MA Cross, BTCUSD, m20] started.
18/01/2026 18:00:03.002 | Info | MA Cross: bartime=2026-01-18 17:40, executed=2026-01-18 18:00:03, market Buy placed; SL=91.68153144954098 pips, TP=240.02224933489828 pips.
19/01/2026 00:00:00.011 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.24 units, which needs about $16036.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5056.11 budget, free margin was $10112.22). Size was cut from 0.24 to 0.07 units. Real risk on this trade is now about $28.55 (0.28% of balance) instead of the requested 1.00%.
19/01/2026 00:00:00.011 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 407.88, TP: 1067.84)
19/01/2026 00:00:00.011 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 407.88, TP: 1067.84) SUCCEEDED, Position PID35
19/01/2026 00:00:00.011 | Info | MA Cross: bartime=2026-01-18 23:40, executed=2026-01-19 00:00:00, market Sell placed; SL=407.88273601330775 pips, TP=1067.8370028828397 pips.
19/01/2026 10:40:02.405 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.53 units, which needs about $35414.57 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5094.12 budget, free margin was $10188.23). Size was cut from 0.53 to 0.07 units. Real risk on this trade is now about $13.21 (0.13% of balance) instead of the requested 1.00%.
19/01/2026 10:40:02.405 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 188.7, TP: 494.01)
19/01/2026 10:40:02.405 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 188.7, TP: 494.01) SUCCEEDED, Position PID36
19/01/2026 10:40:02.405 | Info | MA Cross: bartime=2026-01-19 10:20, executed=2026-01-19 10:40:02, market Buy placed; SL=188.69829205929514 pips, TP=494.0121286112347 pips.
19/01/2026 22:40:00.004 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.53 units, which needs about $35414.57 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5087.03 budget, free margin was $10174.05). Size was cut from 0.53 to 0.07 units. Real risk on this trade is now about $13.19 (0.13% of balance) instead of the requested 1.00%.
19/01/2026 22:40:00.004 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 188.49, TP: 493.47)
19/01/2026 22:40:00.004 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 188.49, TP: 493.47) SUCCEEDED, Position PID37
19/01/2026 22:40:00.004 | Info | MA Cross: bartime=2026-01-19 22:20, executed=2026-01-19 22:40:00, market Sell placed; SL=188.49051203786064 pips, TP=493.4681605151191 pips.
21/01/2026 05:20:00.803 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.52 units, which needs about $34746.37 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5105.24 budget, free margin was $10210.47). Size was cut from 0.52 to 0.07 units. Real risk on this trade is now about $13.58 (0.13% of balance) instead of the requested 1.00%.
21/01/2026 05:20:00.803 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 193.99, TP: 507.87)
21/01/2026 05:20:00.803 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 193.99, TP: 507.87) SUCCEEDED, Position PID38
21/01/2026 05:20:00.803 | Info | MA Cross: bartime=2026-01-21 05:00, executed=2026-01-21 05:20:00, market Buy placed; SL=193.991710045636 pips, TP=507.8702968994751 pips.
21/01/2026 17:40:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.14 units, which needs about $9354.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5123.06 budget, free margin was $10246.11). Size was cut from 0.14 to 0.07 units. Real risk on this trade is now about $50.56 (0.49% of balance) instead of the requested 1.00%.
21/01/2026 17:40:00.008 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 722.26, TP: 1890.88)
21/01/2026 17:40:00.008 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 722.26, TP: 1890.88) SUCCEEDED, Position PID39
21/01/2026 17:40:00.008 | Info | MA Cross: bartime=2026-01-21 17:20, executed=2026-01-21 17:40:00, market Sell placed; SL=722.2599179301573 pips, TP=1890.8764651411516 pips.
21/01/2026 21:40:01.100 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.19 units, which needs about $12695.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5097.46 budget, free margin was $10194.91). Size was cut from 0.19 to 0.07 units. Real risk on this trade is now about $37.04 (0.36% of balance) instead of the requested 1.00%.
21/01/2026 21:40:01.100 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 529.14, TP: 1385.3)
21/01/2026 21:40:01.100 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 529.14, TP: 1385.3) SUCCEEDED, Position PID40
21/01/2026 21:40:01.100 | Info | MA Cross: bartime=2026-01-21 21:20, executed=2026-01-21 21:40:01, market Buy placed; SL=529.1431333716238 pips, TP=1385.296723166911 pips.
22/01/2026 14:20:00.610 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.39 units, which needs about $26059.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5078.80 budget, free margin was $10157.59). Size was cut from 0.39 to 0.07 units. Real risk on this trade is now about $17.79 (0.18% of balance) instead of the requested 1.00%.
22/01/2026 14:20:00.610 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 254.08, TP: 665.17)
22/01/2026 14:20:00.610 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 254.08, TP: 665.17) SUCCEEDED, Position PID41
22/01/2026 14:20:00.610 | Info | MA Cross: bartime=2026-01-22 14:00, executed=2026-01-22 14:20:00, market Sell placed; SL=254.07684317632504 pips, TP=665.1731754356189 pips.
23/01/2026 08:40:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.48 units, which needs about $32073.58 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5102.39 budget, free margin was $10204.77). Size was cut from 0.48 to 0.07 units. Real risk on this trade is now about $14.69 (0.14% of balance) instead of the requested 1.00%.
23/01/2026 08:40:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 209.89, TP: 549.5)
23/01/2026 08:40:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 209.89, TP: 549.5) SUCCEEDED, Position PID42
23/01/2026 08:40:00.007 | Info | MA Cross: bartime=2026-01-23 08:20, executed=2026-01-23 08:40:00, market Sell placed; SL=209.89444709756907 pips, TP=549.5036625014358 pips.
23/01/2026 17:00:00.005 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.20 units, which needs about $13363.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5094.99 budget, free margin was $10189.97). Size was cut from 0.20 to 0.07 units. Real risk on this trade is now about $34.97 (0.34% of balance) instead of the requested 1.00%.
23/01/2026 17:00:00.005 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 499.58, TP: 1307.89)
23/01/2026 17:00:00.005 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 499.58, TP: 1307.89) SUCCEEDED, Position PID43
23/01/2026 17:00:00.005 | Info | MA Cross: bartime=2026-01-23 16:40, executed=2026-01-23 17:00:00, market Buy placed; SL=499.5776014758157 pips, TP=1307.8941606636854 pips.
23/01/2026 23:20:00.225 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.39 units, which needs about $26059.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5076.73 budget, free margin was $10153.46). Size was cut from 0.39 to 0.07 units. Real risk on this trade is now about $17.92 (0.18% of balance) instead of the requested 1.00%.
23/01/2026 23:20:00.225 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 256.03, TP: 670.28)
23/01/2026 23:20:00.225 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 256.03, TP: 670.28) SUCCEEDED, Position PID44
23/01/2026 23:20:00.225 | Info | MA Cross: bartime=2026-01-23 23:00, executed=2026-01-23 23:20:00, market Sell placed; SL=256.0265603856541 pips, TP=670.2775350896424 pips.
24/01/2026 11:20:00.000 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 2.60 units, which needs about $173731.87 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5066.84 budget, free margin was $10133.67). Size was cut from 2.60 to 0.07 units. Real risk on this trade is now about $2.72 (0.03% of balance) instead of the requested 1.00%.
24/01/2026 11:20:00.000 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 38.9, TP: 101.85)
24/01/2026 11:20:00.000 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 38.9, TP: 101.85) SUCCEEDED, Position PID45
24/01/2026 11:20:00.000 | Info | MA Cross: bartime=2026-01-24 11:00, executed=2026-01-24 11:20:00, market Sell placed; SL=38.90435103685918 pips, TP=101.85159101449733 pips.
25/01/2026 16:40:00.201 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.29 units, which needs about $19377.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5065.03 budget, free margin was $10130.05). Size was cut from 0.29 to 0.07 units. Real risk on this trade is now about $24.07 (0.24% of balance) instead of the requested 1.00%.
25/01/2026 16:40:00.201 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 343.92, TP: 900.39)
25/01/2026 16:40:00.201 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 343.92, TP: 900.39) SUCCEEDED, Position PID46
25/01/2026 16:40:00.201 | Info | MA Cross: bartime=2026-01-25 16:20, executed=2026-01-25 16:40:00, market Sell placed; SL=343.9209959052964 pips, TP=900.385167280066 pips.
26/01/2026 03:20:00.208 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.29 units, which needs about $19377.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5099.81 budget, free margin was $10199.62). Size was cut from 0.29 to 0.07 units. Real risk on this trade is now about $24.07 (0.24% of balance) instead of the requested 1.00%.
26/01/2026 03:20:00.208 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 343.79, TP: 900.04)
26/01/2026 03:20:00.208 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 343.79, TP: 900.04) SUCCEEDED, Position PID47
26/01/2026 03:20:00.208 | Info | MA Cross: bartime=2026-01-26 03:00, executed=2026-01-26 03:20:00, market Buy placed; SL=343.78903262102807 pips, TP=900.0396874018514 pips.
26/01/2026 17:20:00.253 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.18 units, which needs about $12027.59 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5087.64 budget, free margin was $10175.28). Size was cut from 0.18 to 0.07 units. Real risk on this trade is now about $38.64 (0.38% of balance) instead of the requested 1.00%.
26/01/2026 17:20:00.253 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 551.97, TP: 1445.06)
26/01/2026 17:20:00.253 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 551.97, TP: 1445.06) SUCCEEDED, Position PID48
26/01/2026 17:20:00.253 | Info | MA Cross: bartime=2026-01-26 17:00, executed=2026-01-26 17:20:00, market Sell placed; SL=551.9703780299642 pips, TP=1445.0584496824463 pips.
27/01/2026 08:40:00.607 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.65 units, which needs about $43432.97 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5068.30 budget, free margin was $10136.60). Size was cut from 0.65 to 0.07 units. Real risk on this trade is now about $10.87 (0.11% of balance) instead of the requested 1.00%.
27/01/2026 08:40:00.607 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 155.35, TP: 406.71)
27/01/2026 08:40:00.607 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 155.35, TP: 406.71) SUCCEEDED, Position PID49
27/01/2026 08:40:00.607 | Info | MA Cross: bartime=2026-01-27 08:20, executed=2026-01-27 08:40:00, market Sell placed; SL=155.35078673734722 pips, TP=406.708359678375 pips.
27/01/2026 19:20:00.005 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.23 units, which needs about $15368.59 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5082.60 budget, free margin was $10165.19). Size was cut from 0.23 to 0.07 units. Real risk on this trade is now about $30.82 (0.30% of balance) instead of the requested 1.00%.
27/01/2026 19:20:00.005 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 440.3, TP: 1152.71)
27/01/2026 19:20:00.005 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 440.3, TP: 1152.71) SUCCEEDED, Position PID50
27/01/2026 19:20:00.005 | Info | MA Cross: bartime=2026-01-27 19:00, executed=2026-01-27 19:20:00, market Buy placed; SL=440.30302345676836 pips, TP=1152.7133154098194 pips.
28/01/2026 10:20:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.39 units, which needs about $26059.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5123.45 budget, free margin was $10246.90). Size was cut from 0.39 to 0.07 units. Real risk on this trade is now about $17.99 (0.18% of balance) instead of the requested 1.00%.
28/01/2026 10:20:00.008 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 256.93, TP: 672.65)
28/01/2026 10:20:00.008 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 256.93, TP: 672.65) SUCCEEDED, Position PID51
28/01/2026 10:20:00.008 | Info | MA Cross: bartime=2026-01-28 10:00, executed=2026-01-28 10:20:00, market Buy placed; SL=256.9318486726188 pips, TP=672.647579824916 pips.
28/01/2026 19:20:00.056 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.21 units, which needs about $14032.19 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5147.06 budget, free margin was $10294.11). Size was cut from 0.21 to 0.07 units. Real risk on this trade is now about $33.42 (0.32% of balance) instead of the requested 1.00%.
28/01/2026 19:20:00.056 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 477.36, TP: 1249.73)
28/01/2026 19:20:00.056 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 477.36, TP: 1249.73) SUCCEEDED, Position PID52
28/01/2026 19:20:00.056 | Info | MA Cross: bartime=2026-01-28 19:00, executed=2026-01-28 19:20:00, market Sell placed; SL=477.35950247389195 pips, TP=1249.727177476649 pips.
30/01/2026 12:40:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.30 units, which needs about $20045.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5130.02 budget, free margin was $10260.03). Size was cut from 0.30 to 0.07 units. Real risk on this trade is now about $23.83 (0.23% of balance) instead of the requested 1.00%.
30/01/2026 12:40:00.007 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 340.41, TP: 891.21)
30/01/2026 12:40:00.007 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 340.41, TP: 891.21) SUCCEEDED, Position PID53
30/01/2026 12:40:00.007 | Info | MA Cross: bartime=2026-01-30 12:20, executed=2026-01-30 12:40:00, market Buy placed; SL=340.4148907674324 pips, TP=891.206184029138 pips.
31/01/2026 05:40:00.099 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.65 units, which needs about $43432.97 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5117.92 budget, free margin was $10235.84). Size was cut from 0.65 to 0.07 units. Real risk on this trade is now about $11.00 (0.11% of balance) instead of the requested 1.00%.
31/01/2026 05:40:00.099 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 157.11, TP: 411.32)
31/01/2026 05:40:00.099 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 157.11, TP: 411.32) SUCCEEDED, Position PID54
31/01/2026 05:40:00.099 | Info | MA Cross: bartime=2026-01-31 05:20, executed=2026-01-31 05:40:00, market Sell placed; SL=157.11065357042122 pips, TP=411.31569104736275 pips.
01/02/2026 03:00:00.002 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.24 units, which needs about $16036.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5132.57 budget, free margin was $10265.14). Size was cut from 0.24 to 0.07 units. Real risk on this trade is now about $29.72 (0.29% of balance) instead of the requested 1.00%.
01/02/2026 03:00:00.002 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 424.58, TP: 1111.55)
01/02/2026 03:00:00.002 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 424.58, TP: 1111.55) SUCCEEDED, Position PID55
01/02/2026 03:00:00.002 | Info | MA Cross: bartime=2026-02-01 02:40, executed=2026-02-01 03:00:00, market Buy placed; SL=424.5788764800504 pips, TP=1111.5474986247718 pips.
01/02/2026 12:20:00.025 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.32 units, which needs about $21382.38 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5117.12 budget, free margin was $10234.24). Size was cut from 0.32 to 0.07 units. Real risk on this trade is now about $22.17 (0.22% of balance) instead of the requested 1.00%.
01/02/2026 12:20:00.025 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 316.78, TP: 829.33)
01/02/2026 12:20:00.025 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 316.78, TP: 829.33) SUCCEEDED, Position PID56
01/02/2026 12:20:00.025 | Info | MA Cross: bartime=2026-02-01 12:00, executed=2026-02-01 12:20:00, market Buy placed; SL=316.7815885897605 pips, TP=829.3341989279929 pips.
01/02/2026 13:00:00.245 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.34 units, which needs about $22718.78 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5105.99 budget, free margin was $10211.99). Size was cut from 0.34 to 0.07 units. Real risk on this trade is now about $21.02 (0.21% of balance) instead of the requested 1.00%.
01/02/2026 13:00:00.245 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 300.33, TP: 786.27)
01/02/2026 13:00:00.245 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 300.33, TP: 786.27) SUCCEEDED, Position PID57
01/02/2026 13:00:00.245 | Info | MA Cross: bartime=2026-02-01 12:40, executed=2026-02-01 13:00:00, market Sell placed; SL=300.3322166974486 pips, TP=786.2697433139203 pips.
02/02/2026 10:20:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.19 units, which needs about $12695.79 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5095.46 budget, free margin was $10190.92). Size was cut from 0.19 to 0.07 units. Real risk on this trade is now about $36.63 (0.36% of balance) instead of the requested 1.00%.
02/02/2026 10:20:00.007 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 523.31, TP: 1370.02)
02/02/2026 10:20:00.007 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 523.31, TP: 1370.02) SUCCEEDED, Position PID58
02/02/2026 10:20:00.007 | Info | MA Cross: bartime=2026-02-02 10:00, executed=2026-02-02 10:20:00, market Buy placed; SL=523.3076229733722 pips, TP=1370.0193569442883 pips.
03/02/2026 04:40:00.008 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.25 units, which needs about $16704.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5143.56 budget, free margin was $10287.11). Size was cut from 0.25 to 0.07 units. Real risk on this trade is now about $27.96 (0.27% of balance) instead of the requested 1.00%.
03/02/2026 04:40:00.008 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 399.41, TP: 1045.65)
03/02/2026 04:40:00.008 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 399.41, TP: 1045.65) SUCCEEDED, Position PID59
03/02/2026 04:40:00.008 | Info | MA Cross: bartime=2026-02-03 04:20, executed=2026-02-03 04:40:00, market Buy placed; SL=399.4065210881037 pips, TP=1045.6462722086555 pips.
03/02/2026 05:20:00.007 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.25 units, which needs about $16704.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5129.56 budget, free margin was $10259.11). Size was cut from 0.25 to 0.07 units. Real risk on this trade is now about $28.02 (0.27% of balance) instead of the requested 1.00%.
03/02/2026 05:20:00.007 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 400.23, TP: 1047.8)
03/02/2026 05:20:00.007 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 400.23, TP: 1047.8) SUCCEEDED, Position PID60
03/02/2026 05:20:00.007 | Info | MA Cross: bartime=2026-02-03 05:00, executed=2026-02-03 05:20:00, market Sell placed; SL=400.22817349638456 pips, TP=1047.7973582135348 pips.
04/02/2026 01:40:00.009 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.20 units, which needs about $13363.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5115.33 budget, free margin was $10230.66). Size was cut from 0.20 to 0.07 units. Real risk on this trade is now about $34.18 (0.33% of balance) instead of the requested 1.00%.
04/02/2026 01:40:00.009 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 488.22, TP: 1278.16)
04/02/2026 01:40:00.009 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 488.22, TP: 1278.16) SUCCEEDED, Position PID61
04/02/2026 01:40:00.009 | Info | MA Cross: bartime=2026-02-04 01:20, executed=2026-02-04 01:40:00, market Buy placed; SL=488.2211192237845 pips, TP=1278.1628901278677 pips.
04/02/2026 11:00:00.006 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.46 units, which needs about $30737.18 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5098.14 budget, free margin was $10196.28). Size was cut from 0.46 to 0.07 units. Real risk on this trade is now about $15.47 (0.15% of balance) instead of the requested 1.00%.
04/02/2026 11:00:00.006 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 220.97, TP: 578.5)
04/02/2026 11:00:00.006 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 220.97, TP: 578.5) SUCCEEDED, Position PID62
04/02/2026 11:00:00.006 | Info | MA Cross: bartime=2026-02-04 10:40, executed=2026-02-04 11:00:00, market Sell placed; SL=220.9703948407267 pips, TP=578.5004936930225 pips.
06/02/2026 04:40:00.205 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.12 units, which needs about $8018.39 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5118.41 budget, free margin was $10236.82). Size was cut from 0.12 to 0.07 units. Real risk on this trade is now about $58.54 (0.57% of balance) instead of the requested 1.00%.
06/02/2026 04:40:00.205 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 836.31, TP: 2189.47)
06/02/2026 04:40:00.205 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 836.31, TP: 2189.47) SUCCEEDED, Position PID63
06/02/2026 04:40:00.205 | Info | MA Cross: bartime=2026-02-06 04:20, executed=2026-02-06 04:40:00, market Buy placed; SL=836.3140990645779 pips, TP=2189.470311351065 pips.
07/02/2026 04:40:00.000 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.20 units, which needs about $13363.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5195.40 budget, free margin was $10390.79). Size was cut from 0.20 to 0.07 units. Real risk on this trade is now about $34.77 (0.33% of balance) instead of the requested 1.00%.
07/02/2026 04:40:00.000 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 496.67, TP: 1300.29)
07/02/2026 04:40:00.000 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 496.67, TP: 1300.29) SUCCEEDED, Position PID64
07/02/2026 04:40:00.000 | Info | MA Cross: bartime=2026-02-07 04:20, executed=2026-02-07 04:40:00, market Buy placed; SL=496.67467342737297 pips, TP=1300.2942950328625 pips.
07/02/2026 20:00:00.053 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.12 units, which needs about $8018.39 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5177.74 budget, free margin was $10355.47). Size was cut from 0.12 to 0.07 units. Real risk on this trade is now about $56.64 (0.55% of balance) instead of the requested 1.00%.
07/02/2026 20:00:00.053 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 809.2, TP: 2118.49)
07/02/2026 20:00:00.053 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 809.2, TP: 2118.49) SUCCEEDED, Position PID65
07/02/2026 20:00:00.053 | Info | MA Cross: bartime=2026-02-07 08:20, executed=2026-02-07 20:00:00, market Sell placed; SL=809.2027847909451 pips, TP=2118.492890582694 pips.
07/02/2026 20:00:00.053 | Info | MA Cross: bartime=2026-02-07 17:20, reversal - closing existing Sell position 65 before opening opposite direction.
07/02/2026 20:00:00.053 | Trade | Closing position PID65 (Volume: 0.07)
07/02/2026 20:00:00.053 | Trade | → Closing position PID65 (Volume: 0.07) SUCCEEDED
07/02/2026 20:00:00.053 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.18 units, which needs about $12027.59 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5177.67 budget, free margin was $10355.34). Size was cut from 0.18 to 0.07 units. Real risk on this trade is now about $38.38 (0.37% of balance) instead of the requested 1.00%.
07/02/2026 20:00:00.053 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 548.34, TP: 1435.56)
07/02/2026 20:00:00.053 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 548.34, TP: 1435.56) SUCCEEDED, Position PID66
07/02/2026 20:00:00.053 | Info | MA Cross: bartime=2026-02-07 17:20, executed=2026-02-07 20:00:00, market Buy placed; SL=548.3413959691048 pips, TP=1435.5577746471165 pips.
08/02/2026 08:00:00.001 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.47 units, which needs about $31405.38 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5157.83 budget, free margin was $10315.66). Size was cut from 0.47 to 0.07 units. Real risk on this trade is now about $15.24 (0.15% of balance) instead of the requested 1.00%.
08/02/2026 08:00:00.001 | Trade | Executing Market Order to Buy 0.07 BTCUSD (SL: 217.65, TP: 569.8)
08/02/2026 08:00:00.001 | Trade | → Executing Market Order to Buy 0.07 BTCUSD (SL: 217.65, TP: 569.8) SUCCEEDED, Position PID67
08/02/2026 08:00:00.001 | Info | MA Cross: bartime=2026-02-08 07:40, executed=2026-02-08 08:00:00, market Buy placed; SL=217.64549634041936 pips, TP=569.7959094192179 pips.
08/02/2026 22:40:00.203 | Info | MA Cross: MARGIN GUARD - order size reduced. Signal wanted 0.30 units, which needs about $20045.99 margin. Limit hit: MaxMarginPercent limit hit (50.0% of equity = $5178.32 budget, free margin was $10356.63). Size was cut from 0.30 to 0.07 units. Real risk on this trade is now about $23.68 (0.23% of balance) instead of the requested 1.00%.
08/02/2026 22:40:00.203 | Trade | Executing Market Order to Sell 0.07 BTCUSD (SL: 338.26, TP: 885.57)
08/02/2026 22:40:00.203 | Trade | → Executing Market Order to Sell 0.07 BTCUSD (SL: 338.26, TP: 885.57) SUCCEEDED, Position PID68
08/02/2026 22:40:00.203 | Info | MA Cross: bartime=2026-02-08 22:20, executed=2026-02-08 22:40:00, market Sell placed; SL=338.26136885372046 pips, TP=885.5682636590401 pips.
