signal_count,accepted_count,filled_count,pending_expired_count,pending_cancelled_count,pending_unfilled_count,skipped_count,reversed_count,reversed_profit_count,reversed_loss_count,reversed_flat_count,open_at_end_count,r_eligible_count,open_at_end_excluded_from_r,skip_rate,fill_rate,pending_expired_rate,pending_cancelled_rate,pending_unfilled_rate,reversed_rate,reversed_win_rate,reversed_loss_rate,reversed_avg_r,same_direction_skip_count,opposite_direction_skip_count,legacy_cluster_open_skip_count,execution_error_count,expectancy_r,std_r,sqn,ambiguity_rate,sl_hit_rate,mean_bar_mae_r,mean_bar_mfe_r,mean_holding_bars,total_cost_r,tp1_hit_rate
1075,1075,793,211,71,0,0,357,47,310,0,0,793,True,0.0,0.7376744186046512,0.19627906976744186,0.06604651162790698,0.0,0.4501891551071879,0.13165266106442577,0.8683473389355743,-0.4151630476552184,0,0,0,0,0.002242482921035236,0.996866134679489,0.06334741468187537,0.0012610340479192938,0.23455233291298866,0.7318514088590931,0.870821850198241,8.12484237074401,0.0,0.31525851197982346
