signal_count,accepted_count,skipped_count,open_at_end_count,r_eligible_count,open_at_end_excluded_from_r,skip_rate,expectancy_r,std_r,sqn,ambiguity_rate,sl_hit_rate,mean_bar_mae_r,mean_bar_mfe_r,mean_holding_bars,total_cost_r,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate
1075,605,470,1,604,True,0.4372093023255814,0.06788079470198675,1.1846285304906492,1.4082611532156115,0.013223140495867768,0.8016528925619835,0.9559788960102147,1.3848916687319663,13.961920529801324,0.0,0.5049668874172185,0.29635761589403975,0.19701986754966888
