signal_count,accepted_count,filled_count,pending_expired_count,pending_cancelled_count,pending_unfilled_count,skipped_count,reversed_count,reversed_profit_count,reversed_loss_count,reversed_flat_count,open_at_end_count,r_eligible_count,open_at_end_excluded_from_r,skip_rate,fill_rate,pending_expired_rate,pending_cancelled_rate,pending_unfilled_rate,reversed_rate,reversed_win_rate,reversed_loss_rate,reversed_avg_r,same_direction_skip_count,opposite_direction_skip_count,legacy_cluster_open_skip_count,execution_error_count,expectancy_r,std_r,sqn,ambiguity_rate,sl_hit_rate,mean_bar_mae_r,mean_bar_mfe_r,mean_holding_bars,total_cost_r,tp1_hit_rate
1075,1072,1072,0,0,0,3,255,39,216,0,0,1072,True,0.0027906976744186047,1.0,0.0,0.0,0.0,0.23787313432835822,0.15294117647058825,0.8470588235294118,-0.404693544578857,0,0,0,3,-0.008980503887075745,1.4519881738751568,-0.2025046586673015,0.0065298507462686565,0.4832089552238806,1.1333181551014544,1.324346495962103,6.1184701492537314,0.0,0.2789179104477612
