"BarTime","Signal","ATR","Outcome","ComputedSL_pips","ComputedTP_pips","RequestedVolume","FinalVolume","RealizedRiskPercent","Notes"
"2026-01-06 15:15","-1","141.43081444938943","Placed","141.43081444938943","370.26587222850151","","","",""
"2026-01-07 09:15","-1","107.68775924259484","Placed","107.68775924259484","281.92655369711326","","","",""
"2026-01-08 23:30","1","127.01532421909465","Placed","127.01532421909465","332.52611880558976","","","",""
"2026-01-13 03:15","-1","203.34036746282922","Placed","203.34036746282922","532.34508201768688","","","",""
"2026-01-13 16:00","1","182.31801053041056","Placed","182.31801053041056","477.3085515686148","","","",""
"2026-01-14 16:45","-1","226.51127949974153","Placed","226.51127949974153","593.00652973032334","","","",""
"2026-01-15 10:00","1","160.92700118494818","Placed","160.92700118494818","421.3068891021943","","","",""
"2026-01-16 00:15","-1","151.05873928024994","Placed","151.05873928024994","395.47177943569432","","","",""
"2026-01-19 20:00","1","63.916397753127754","MarginCapped","63.916397753127754","167.33312931768845","225.10","181.10","0.80","Volume yeu cau 225.10 units bi cat con 181.10 units do vuot tran MaxMarginPercent"
"2026-01-20 00:15","-1","163.01343651968082","Placed","163.01343651968082","426.76917680852438","","","",""
"2026-01-21 04:45","1","208.36237394808867","Placed","208.36237394808867","545.49269499609613","","","",""
"2026-01-23 04:45","-1","171.98144089811592","Placed","171.98144089811592","450.24741227126748","","","",""
"2026-01-27 02:30","1","158.34904572121542","Placed","158.34904572121542","414.55780169814193","","","",""
"2026-01-27 20:30","-1","140.03741442337002","Placed","140.03741442337002","366.6179509603827","","","",""
"2026-01-28 06:15","1","278.0743153146652","Placed","278.07431531466523","727.99855749379356","","","",""
"2026-01-29 06:15","-1","198.0553030559208","Placed","198.0553030559208","518.5087834004006","","","",""
"2026-01-30 04:00","1","246.55508536630222","Placed","246.55508536630222","645.48121348897917","","","",""
"2026-02-02 05:00","-1","350.38275336835113","Placed","350.38275336835113","917.30204831834317","","","",""
"2026-02-02 17:00","1","166.21353333483725","Placed","166.21353333483725","435.14703027060392","","","",""
"2026-02-03 18:15","-1","211.81581978182422","Placed","211.81581978182422","554.53381618881576","","","",""
"2026-02-04 06:15","1","189.18507419959997","Placed","189.18507419959997","495.28652425455272","","","",""
"2026-02-05 00:15","-1","299.8236807966345","Placed","299.82368079663451","784.93839632558911","","","",""
"2026-02-06 08:30","1","330.8810705329081","Placed","330.8810705329081","866.24664265515332","","","",""
"2026-02-09 17:00","1","224.59954064077357","Placed","224.59954064077357","588.0015973975452","","","",""
"2026-02-12 01:00","-1","227.30513499483453","Placed","227.30513499483453","595.08484341647682","","","",""
"2026-02-16 03:30","-1","220.88887201010363","Placed","220.88887201010363","578.28706692245123","","","",""
"2026-02-17 13:45","1","179.83658071367992","Placed","179.83658071367992","470.812168308414","","","",""
"2026-02-19 10:45","-1","160.59258410432778","Placed","160.59258410432778","420.43138518513013","","","",""
"2026-02-20 16:45","1","270.56211410931525","Placed","270.56211410931525","708.33161473818723","","","",""
"2026-02-23 04:15","-1","156.45058295043904","Placed","156.45058295043904","409.5876261642494","","","",""
"2026-02-23 14:00","1","138.37343471307966","Placed","138.37343471307966","362.26165207884253","","","",""
"2026-02-23 20:00","-1","177.6851520444322","Placed","177.68515204443219","465.17972805232347","","","",""
"2026-02-24 01:00","1","199.67569191802775","Placed","199.67569191802775","522.75096144139661","","","",""
"2026-02-26 04:45","-1","216.95043988085334","Placed","216.95043988085334","567.976251608074","","","",""
"2026-02-27 08:30","1","200.11076974643746","Placed","200.11076974643746","523.88999519617323","","","",""
"2026-02-27 19:00","-1","173.23420060375133","Placed","173.23420060375133","453.52713718062097","","","",""
