"BarTime","Signal","Entry","ATR","Outcome","ComputedSL","ComputedTP","RequestedVolume","FinalVolume","RealizedRiskPercent","Notes"
"2026-01-02 08:00","1","8221.3","44.71129854608648","Placed","8176.588701453913","8338.354179593654","","","",""
"2026-01-05 09:00","-1","8205.3","23.031686992495025","Placed","8228.331686992495","8145.0030434536475","","","",""
"2026-01-06 01:00","1","8229.5","13.860494342446792","Reversal+Placed","8215.639505657553","8265.786774188526","","","","Da dong vi the Sell so 2 truoc khi dao chieu"
"2026-01-06 08:00","-1","8182.3","15.990134263124844","Placed","8198.290134263125","8140.437828499139","","","",""
"2026-01-06 13:00","1","8218.8","21.008191195340505","Placed","8197.791808804659","8273.7994445494","","","",""
"2026-01-07 08:00","-1","8206.3","20.172386720658807","Placed+Expired","8226.472386720658","8153.488691565314","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-07 19:00","1","8258.3","17.228733518069816","Placed","8241.07126648193","8303.404824350306","","","",""
"2026-01-08 01:00","1","8254.6","16.04271156125174","SkippedSameDirection","","","","","","Bo qua - da co lenh/vi the cung huong dang mo"
"2026-01-08 02:00","-1","8229.5","16.33416924900139","Placed","8245.834169249001","8186.737144906115","","","",""
"2026-01-08 14:00","1","8242.1","17.618842272854636","Reversal+Placed","8224.481157727147","8288.226129070334","","","","Da dong vi the Sell so 5 truoc khi dao chieu"
"2026-01-12 12:00","1","8367.6","16.108792272392428","Placed","8351.491207727608","8409.772818169124","","","",""
"2026-01-12 15:00","-1","8325.6","20.206101643465065","Placed+Expired","8345.806101643466","8272.700425897408","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-13 07:00","-1","8348.5","12.118807617258675","Placed","8360.618807617258","8316.772961658016","","","",""
"2026-01-13 15:00","1","8357.8","20.186181570571776","Placed","8337.613818429427","8410.647423351757","","","",""
"2026-01-15 01:00","1","8361.4","15.521043189345207","Placed","8345.878956810655","8402.034091069705","","","",""
"2026-01-15 05:00","1","8367.6","14.115339290355713","SkippedSameDirection","","","","","","Bo qua - da co lenh/vi the cung huong dang mo"
"2026-01-15 08:00","-1","8294.5","29.407053716662013","Placed","8323.907053716663","8217.51233336978","","","",""
"2026-01-16 08:00","-1","8264.9","17.67322014546732","Placed","8282.573220145467","8218.631509659166","","","",""
"2026-01-20 16:00","1","8069.4","26.845595287999828","Placed+Expired","8042.554404712","8139.681768463983","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-21 00:00","1","8058.9","21.761244663971645","Placed","8037.138755336028","8115.870938530277","","","",""
"2026-01-21 09:00","-1","8034.4","20.903286846050374","Reversal+Placed","8055.30328684605","7979.67519503704","","","","Da dong vi the Buy so 13 truoc khi dao chieu"
"2026-01-21 14:00","1","8093.1","30.220213033713883","Placed+Expired","8062.879786966287","8172.216517722263","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-21 19:00","1","8209.4","57.02198340688741","Placed+Expired","8152.378016593112","8358.68355255923","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-22 15:00","-1","8138.1","27.237326373048635","Placed","8165.337326373049","8066.792679555359","","","",""
"2026-01-23 15:00","1","8148.9","21.564769691646507","Reversal+Placed","8127.335230308353","8205.35656705273","","","","Da dong vi the Sell so 15 truoc khi dao chieu"
"2026-01-26 00:00","-1","8110.4","19.602130986047","Reversal+Placed","8130.002130986047","8059.081621078529","","","","Da dong vi the Buy so 16 truoc khi dao chieu"
"2026-01-26 06:00","1","8149.3","14.666907425206318","Placed","8134.633092574793","8187.697963639191","","","",""
"2026-01-26 13:00","1","8141.9","16.526599824058337","Placed","8125.373400175941","8185.166638339384","","","",""
"2026-01-27 08:00","-1","8110.1","17.928734072544295","Placed+Expired","8128.0287340725445","8063.16257419808","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-27 11:00","1","8164.9","18.70351184514268","Placed","8146.1964881548565","8213.865794010584","","","",""
"2026-01-27 16:00","-1","8119.4","22.98988676141669","Placed+Expired","8142.389886761416","8059.212476458611","","","","Lenh cho het han sau 3 nen, gia chua bao gio cham muc entry"
"2026-01-28 05:00","1","8151.4","13.321994393675654","Placed","8138.078005606324","8186.276981322642","","","",""
"2026-01-28 07:00","-1","8092.6","27.098076411952356","Placed","8119.698076411953","8021.657235953509","","","",""
"2026-01-29 14:00","-1","8080.6","32.20645832118444","Placed","8112.806458321184","7996.28349211514","","","",""
"2026-01-30 08:00","1","8110.4","27.548435257231613","Placed","8082.8515647427685","8182.521803503432","","","",""
"2026-01-30 09:00","-1","8079.9","28.078748205785438","Reversal+Placed","8107.978748205785","8006.389837197254","","","","Da dong vi the Buy so 22 truoc khi dao chieu"
"2026-01-30 10:00","1","8113.9","26.422998564628205","Placed","8087.477001435372","8183.075410242196","","","",""
"2026-01-30 11:00","1","8140.1","28.878398851702713","SkippedSameDirection","","","","","","Bo qua - da co lenh/vi the cung huong dang mo"
