Info | CBot instance [MA Cross, XAUUSD, m20] started.
12/02/2026 14:20:00.606 | Trade | → Executing Market Order to Sell 7 XAUUSD (SL: 14.2, TP: 37.18) SUCCEEDED, Position PID56
12/02/2026 14:20:00.606 | Info | MA Cross: bartime=2026-02-12 14:00, executed=2026-02-12 14:20:00, market Sell placed; SL=14.200285317883294 pips, TP=37.17634696221846 pips.
13/02/2026 03:40:00.203 | Trade | Executing Market Order to Buy 6 XAUUSD (SL: 15.74, TP: 41.2)
13/02/2026 03:40:00.203 | Trade | → Executing Market Order to Buy 6 XAUUSD (SL: 15.74, TP: 41.2) SUCCEEDED, Position PID57
13/02/2026 03:40:00.203 | Info | MA Cross: bartime=2026-02-13 03:20, executed=2026-02-13 03:40:00, market Buy placed; SL=15.736405817826256 pips, TP=41.19791043106914 pips.
13/02/2026 11:40:00.005 | Trade | Executing Market Order to Sell 6 XAUUSD (SL: 16.27, TP: 42.6)
13/02/2026 11:40:00.005 | Trade | → Executing Market Order to Sell 6 XAUUSD (SL: 16.27, TP: 42.6) SUCCEEDED, Position PID58
13/02/2026 11:40:00.005 | Info | MA Cross: bartime=2026-02-13 11:20, executed=2026-02-13 11:40:00, market Sell placed; SL=16.27219246180453 pips, TP=42.600599865004256 pips.
13/02/2026 15:20:00.004 | Trade | Executing Market Order to Buy 4 XAUUSD (SL: 24.27, TP: 63.54)
13/02/2026 15:20:00.004 | Trade | → Executing Market Order to Buy 4 XAUUSD (SL: 24.27, TP: 63.54) SUCCEEDED, Position PID59
13/02/2026 15:20:00.004 | Info | MA Cross: bartime=2026-02-13 15:00, executed=2026-02-13 15:20:00, market Buy placed; SL=24.26980807580317 pips, TP=63.538357542452694 pips.
16/02/2026 03:20:00.416 | Trade | Executing Market Order to Sell 6 XAUUSD (SL: 14.35, TP: 37.56)
16/02/2026 03:20:00.416 | Trade | → Executing Market Order to Sell 6 XAUUSD (SL: 14.35, TP: 37.56) SUCCEEDED, Position PID60
16/02/2026 03:20:00.416 | Info | MA Cross: bartime=2026-02-16 03:00, executed=2026-02-16 03:20:00, market Sell placed; SL=14.3483925622612 pips, TP=37.564091727999816 pips.
16/02/2026 15:20:01.201 | Trade | Executing Market Order to Sell 9 XAUUSD (SL: 10.61, TP: 27.78)
16/02/2026 15:20:01.201 | Trade | → Executing Market Order to Sell 9 XAUUSD (SL: 10.61, TP: 27.78) SUCCEEDED, Position PID61
16/02/2026 15:20:01.201 | Info | MA Cross: bartime=2026-02-16 15:00, executed=2026-02-16 15:20:01, market Sell placed; SL=10.612640026118203 pips, TP=27.783891588377454 pips.
18/02/2026 02:20:00.001 | Trade | Executing Market Order to Buy 6 XAUUSD (SL: 14.6, TP: 38.21)
18/02/2026 02:20:00.001 | Trade | → Executing Market Order to Buy 6 XAUUSD (SL: 14.6, TP: 38.21) SUCCEEDED, Position PID62
18/02/2026 02:20:00.001 | Info | MA Cross: bartime=2026-02-18 02:00, executed=2026-02-18 02:20:00, market Buy placed; SL=14.596001307642242 pips, TP=38.212331423407385 pips.
18/02/2026 13:40:00.001 | Trade | Executing Market Order to Buy 7 XAUUSD (SL: 13.85, TP: 36.26)
18/02/2026 13:40:00.001 | Trade | → Executing Market Order to Buy 7 XAUUSD (SL: 13.85, TP: 36.26) SUCCEEDED, Position PID63
18/02/2026 13:40:00.001 | Info | MA Cross: bartime=2026-02-18 13:20, executed=2026-02-18 13:40:00, market Buy placed; SL=13.85128074241271 pips, TP=36.26265298363647 pips.
19/02/2026 00:40:00.200 | Trade | Executing Market Order to Sell 8 XAUUSD (SL: 12.07, TP: 31.6)
19/02/2026 00:40:00.200 | Trade | → Executing Market Order to Sell 8 XAUUSD (SL: 12.07, TP: 31.6) SUCCEEDED, Position PID64
19/02/2026 00:40:00.200 | Info | MA Cross: bartime=2026-02-19 00:20, executed=2026-02-19 00:40:00, market Sell placed; SL=12.070369473176553 pips, TP=31.600227280776217 pips.
19/02/2026 06:20:00.202 | Trade | Executing Market Order to Buy 13 XAUUSD (SL: 7.09, TP: 18.57)
19/02/2026 06:20:00.202 | Trade | → Executing Market Order to Buy 13 XAUUSD (SL: 7.09, TP: 18.57) SUCCEEDED, Position PID65
19/02/2026 06:20:00.202 | Info | MA Cross: bartime=2026-02-19 06:00, executed=2026-02-19 06:20:00, market Buy placed; SL=7.094428570897679 pips, TP=18.57321399861012 pips.
19/02/2026 13:20:00.206 | Trade | Executing Market Order to Sell 10 XAUUSD (SL: 10.04, TP: 26.27)
19/02/2026 13:20:00.206 | Trade | → Executing Market Order to Sell 10 XAUUSD (SL: 10.04, TP: 26.27) SUCCEEDED, Position PID66
19/02/2026 13:20:00.206 | Info | MA Cross: bartime=2026-02-19 13:00, executed=2026-02-19 13:20:00, market Sell placed; SL=10.03617158161785 pips, TP=26.27469720067553 pips.
19/02/2026 19:40:00.404 | Trade | Executing Market Order to Sell 8 XAUUSD (SL: 11.21, TP: 29.35)
19/02/2026 19:40:00.404 | Trade | → Executing Market Order to Sell 8 XAUUSD (SL: 11.21, TP: 29.35) SUCCEEDED, Position PID67
19/02/2026 19:40:00.404 | Info | MA Cross: bartime=2026-02-19 19:20, executed=2026-02-19 19:40:00, market Sell placed; SL=11.21070087758036 pips, TP=29.34961489750538 pips.
23/02/2026 09:20:00.204 | Trade | Executing Market Order to Sell 8 XAUUSD (SL: 12.06, TP: 31.56)
23/02/2026 09:20:00.204 | Trade | → Executing Market Order to Sell 8 XAUUSD (SL: 12.06, TP: 31.56) SUCCEEDED, Position PID68
23/02/2026 09:20:00.204 | Info | MA Cross: bartime=2026-02-23 09:00, executed=2026-02-23 09:20:00, market Sell placed; SL=12.056197519300463 pips, TP=31.56312510552861 pips.
24/02/2026 02:40:00.204 | Trade | Executing Market Order to Sell 4 XAUUSD (SL: 22.34, TP: 58.49)
24/02/2026 02:40:00.204 | Trade | → Executing Market Order to Sell 4 XAUUSD (SL: 22.34, TP: 58.49) SUCCEEDED, Position PID69
24/02/2026 02:40:00.204 | Info | MA Cross: bartime=2026-02-24 02:20, executed=2026-02-24 02:40:00, market Sell placed; SL=22.341335048321145 pips, TP=58.489615156504755 pips.
25/02/2026 11:40:00.003 | Trade | Executing Market Order to Sell 7 XAUUSD (SL: 12.82, TP: 33.55)
25/02/2026 11:40:00.003 | Trade | → Executing Market Order to Sell 7 XAUUSD (SL: 12.82, TP: 33.55) SUCCEEDED, Position PID70
25/02/2026 11:40:00.003 | Info | MA Cross: bartime=2026-02-25 11:20, executed=2026-02-25 11:40:00, market Sell placed; SL=12.815825907046865 pips, TP=33.55183222464869 pips.
25/02/2026 16:40:00.001 | Trade | Executing Market Order to Buy 7 XAUUSD (SL: 13.6, TP: 35.6)
25/02/2026 16:40:00.001 | Trade | → Executing Market Order to Buy 7 XAUUSD (SL: 13.6, TP: 35.6) SUCCEEDED, Position PID71
25/02/2026 16:40:00.001 | Info | MA Cross: bartime=2026-02-25 16:20, executed=2026-02-25 16:40:00, market Buy placed; SL=13.598177394725187 pips, TP=35.60002841939054 pips.
25/02/2026 23:20:00.005 | Trade | Executing Market Order to Sell 5 XAUUSD (SL: 16.7, TP: 43.73)
25/02/2026 23:20:00.005 | Trade | → Executing Market Order to Sell 5 XAUUSD (SL: 16.7, TP: 43.73) SUCCEEDED, Position PID72
25/02/2026 23:20:00.005 | Info | MA Cross: bartime=2026-02-25 23:00, executed=2026-02-25 23:20:00, market Sell placed; SL=16.703367661932557 pips, TP=43.72941653893943 pips.
26/02/2026 05:00:00.207 | Trade | Executing Market Order to Buy 11 XAUUSD (SL: 8.47, TP: 22.19)
26/02/2026 05:00:00.207 | Trade | → Executing Market Order to Buy 11 XAUUSD (SL: 8.47, TP: 22.19) SUCCEEDED, Position PID73
26/02/2026 05:00:00.207 | Info | MA Cross: bartime=2026-02-26 04:40, executed=2026-02-26 05:00:00, market Buy placed; SL=8.474192475866545 pips, TP=22.185435901818614 pips.
26/02/2026 19:20:00.201 | Trade | Executing Market Order to Buy 7 XAUUSD (SL: 13.73, TP: 35.93)
26/02/2026 19:20:00.201 | Trade | → Executing Market Order to Buy 7 XAUUSD (SL: 13.73, TP: 35.93) SUCCEEDED, Position PID74
26/02/2026 19:20:00.201 | Info | MA Cross: bartime=2026-02-26 19:00, executed=2026-02-26 19:20:00, market Buy placed; SL=13.725357502962101 pips, TP=35.932985942754776 pips.
27/02/2026 08:00:00.205 | Trade | Executing Market Order to Sell 10 XAUUSD (SL: 8.81, TP: 23.06)
27/02/2026 08:00:00.205 | Trade | → Executing Market Order to Sell 10 XAUUSD (SL: 8.81, TP: 23.06) SUCCEEDED, Position PID75
27/02/2026 08:00:00.205 | Info | MA Cross: bartime=2026-02-27 07:40, executed=2026-02-27 08:00:00, market Sell placed; SL=8.808116648513359 pips, TP=23.059649385807973 pips.
27/02/2026 09:40:00.800 | Info | MA Cross: bartime=2026-02-27 09:20, Sell signal skipped: already have same-direction exposure open.
27/02/2026 13:40:00.010 | Trade | Executing Market Order to Buy 6 XAUUSD (SL: 15.11, TP: 39.57)
27/02/2026 13:40:00.010 | Trade | → Executing Market Order to Buy 6 XAUUSD (SL: 15.11, TP: 39.57) SUCCEEDED, Position PID76
27/02/2026 13:40:00.010 | Info | MA Cross: bartime=2026-02-27 13:20, executed=2026-02-27 13:40:00, market Buy placed; SL=15.11311157971654 pips, TP=39.5661261156979 pips.
27/02/2026 21:49:59.404 | Info | MA Cross: loaded=4494, processed=77, before-start=4175, not-processed=242, placed=76, failed=0, guard-skipped=0, same-direction-skipped=1, reversed=3, margin-capped=5, margin-blocked=0.
Info | CBot instance [MA Cross, XAUUSD, m20] stopped.
