bartime,side,sl_price
2025-09-22 07:45,BUY,
2025-09-24 16:00,SELL,3779.18
2025-09-25 16:00,SELL,3761.48
2025-09-26 07:00,BUY,3734.51
2025-10-02 16:00,SELL,3895.19
2025-10-03 13:00,BUY,3838.03
2025-10-09 16:00,SELL,4043.59
2025-10-10 19:00,BUY,3970.57
2025-10-17 19:00,SELL,4378.65
2025-10-20 13:00,BUY,4221.36
2025-10-21 10:00,SELL,4381.5
2025-10-23 08:30,BUY,4065.77
2025-10-24 07:00,SELL,4144.2
2025-10-27 01:00,SELL,4138.54
2025-10-29 10:00,BUY,3944.18
2025-10-29 22:00,SELL,4030.16
2025-10-30 10:00,BUY,3915.16
2025-10-30 16:00,BUY,3915.16
2025-11-03 08:00,BUY,3962.23
2025-11-03 14:00,BUY,3992.81
2025-11-03 23:00,SELL,4030.53
2025-11-05 13:15,BUY,3955.98
2025-11-06 23:00,SELL,3995.19
2025-11-07 02:00,BUY,3965.67
2025-11-12 05:45,SELL,4145.34
2025-11-12 11:00,BUY,4098.84
2025-11-14 05:45,SELL,4244.91
2025-11-18 20:00,BUY,4040.34
2025-11-20 05:00,SELL,4110.0
2025-11-21 17:00,BUY,4022.42
2025-11-24 05:00,SELL,4101.07
2025-11-24 14:00,BUY,4039.89
2025-11-28 02:00,BUY,4151.37
2025-12-02 05:45,SELL,4244.59
2025-12-03 14:00,BUY,4194.39
2025-12-03 23:00,SELL,4241.4
2025-12-05 03:30,BUY,4174.85
2025-12-07 23:00,SELL,4259.22
2025-12-09 14:00,BUY,4169.95
2025-12-10 11:00,SELL,4221.29
2025-12-10 20:00,BUY,4187.68
2025-12-16 02:45,SELL,4350.2
2025-12-16 20:00,BUY,4291.1
2025-12-19 02:00,SELL,4374.52
2025-12-19 17:00,BUY,4309.32
2025-12-29 08:00,SELL,4520.45
2026-01-02 05:00,BUY,4304.46
2026-01-02 20:00,SELL,4402.22
2026-01-05 02:00,BUY,4309.68
2026-01-07 11:00,SELL,4500.43
2026-01-08 01:15,SELL,4468.27
2026-01-08 23:00,BUY,4407.65
2026-01-15 05:00,SELL,4642.76
2026-01-19 02:00,BUY,4536.65
2026-01-22 11:00,BUY,4755.81
2026-01-30 01:15,SELL,5597.89
2026-02-03 08:00,BUY,4745.12
2026-02-05 02:00,SELL,5091.14
2026-02-06 14:00,BUY,4654.83
2026-02-12 17:00,SELL,5083.57
2026-02-16 07:15,BUY,4933.5
2026-02-16 14:00,SELL,5017.11
2026-02-18 12:30,BUY,4853.87
2026-02-24 14:00,SELL,5249.8
2026-02-25 05:00,BUY,5093.5
2026-02-26 11:00,SELL,5205.55
2026-02-27 05:00,BUY,5166.7
2026-02-27 09:30,SELL,5200.43
2026-02-27 14:00,BUY,5168.43
2026-03-03 11:00,SELL,5379.8
2026-03-06 17:00,BUY,5062.54
2026-03-09 01:00,SELL,5143.78
2026-03-09 19:00,BUY,5060.53
2026-03-11 13:00,SELL,5223.22
2026-03-12 16:00,SELL,5191.56
2026-03-17 16:00,SELL,5044.34
2026-03-24 16:00,BUY,4305.45
2026-03-26 07:00,SELL,4544.14
2026-03-27 14:30,BUY,4404.19
2026-04-02 07:00,SELL,4799.99
2026-04-06 10:00,BUY,4600.61
2026-04-06 22:00,SELL,4706.44
2026-04-07 19:00,BUY,4607.23
2026-04-08 22:00,SELL,4843.7
2026-04-09 16:00,BUY,4703.27
2026-04-12 22:00,SELL,4794.86
2026-04-13 22:00,BUY,4700.0
2026-04-16 19:00,SELL,4838.07
2026-04-17 13:00,BUY,4778.46
2026-04-20 15:15,SELL,4805.59
2026-04-20 22:00,BUY,4792.5
2026-04-21 07:00,SELL,4833.07
2026-04-23 01:45,SELL,4772.24
2026-04-24 16:00,BUY,4657.6
2026-04-27 13:00,SELL,4729.98
2026-04-30 10:00,BUY,4540.73
2026-05-01 10:00,SELL,4635.82
2026-05-01 16:00,BUY,4559.81
2026-05-04 07:00,SELL,4660.06
2026-05-05 13:00,BUY,4500.66
2026-05-08 04:00,BUY,4676.11
2026-05-11 01:00,SELL,4728.84
